pos:C,name:Mike Redmond,age:28,games:84,plate_appearances:278,at_bats:242,runs:22,hits:73,doubles:9,triples:0,home_runs:1,runs_batted_in:27,stolen_bases:0,caught_stealing:0,walks:26,strikeouts:34,batting_avg:.302,onbase:.381,slugging:.351,ops:erc">.351,ops+:lugging">.732,bases:85,double_plays:8,hit_by_pitch:5,sac_hits:5,sac_flies:0,intentional_walks:2
pos:C,name:Jorge Fabregas,age:29,games:82,plate_appearances:260,at_bats:223,runs:20,hits:46,doubles:10,triples:2,home_runs:3,runs_batted_in:21,stolen_bases:0,caught_stealing:0,walks:26,strikeouts:27,batting_avg:.206,onbase:.289,slugging:.309,ops:erc">.309,ops+:lugging">.598,bases:69,double_plays:7,hit_by_pitch:2,sac_hits:4,sac_flies:5,intentional_walks:6
pos:1B,name:Derrek Lee,age:23,games:70,plate_appearances:236,at_bats:218,runs:21,hits:45,doubles:9,triples:1,home_runs:5,runs_batted_in:20,stolen_bases:2,caught_stealing:1,walks:17,strikeouts:70,batting_avg:.206,onbase:.263,slugging:.326,ops:erc">.326,ops+:lugging">.588,bases:71,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:RF,name:Danny Bautista,age:27,games:70,plate_appearances:211,at_bats:205,runs:32,hits:59,doubles:10,triples:1,home_runs:5,runs_batted_in:24,stolen_bases:3,caught_stealing:0,walks:4,strikeouts:30,batting_avg:.288,onbase:.303,slugging:.420,ops:erc">.420,ops+:lugging">.723,bases:86,double_plays:5,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:CF,name:Todd Dunwoody,age:24,games:64,plate_appearances:200,at_bats:186,runs:20,hits:41,doubles:6,triples:3,home_runs:2,runs_batted_in:20,stolen_bases:3,caught_stealing:4,walks:12,strikeouts:41,batting_avg:.220,onbase:.270,slugging:.317,ops:erc">.317,ops+:lugging">.587,bases:59,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:Tim Hyers,age:27,games:58,plate_appearances:96,at_bats:81,runs:8,hits:18,doubles:4,triples:1,home_runs:2,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:14,strikeouts:11,batting_avg:.222,onbase:.333,slugging:.370,ops:erc">.370,ops+:lugging">.704,bases:30,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:C,name:Ramon Castro,age:23,games:24,plate_appearances:78,at_bats:67,runs:4,hits:12,doubles:4,triples:0,home_runs:2,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:10,strikeouts:14,batting_avg:.179,onbase:.282,slugging:.328,ops:erc">.328,ops+:lugging">.610,bases:22,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:3
pos:2B,name:Craig Counsell,age:28,games:37,plate_appearances:73,at_bats:66,runs:4,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:10,batting_avg:.152,onbase:.211,slugging:.167,ops:erc">.167,ops+:lugging">.378,bases:11,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:UT,name:Chris Clapinski,age:27,games:36,plate_appearances:66,at_bats:56,runs:6,hits:13,doubles:1,triples:2,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:9,strikeouts:12,batting_avg:.232,onbase:.348,slugging:.321,ops:erc">.321,ops+:lugging">.670,bases:18,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Amaury Garcia,age:24,games:10,plate_appearances:27,at_bats:24,runs:6,hits:6,doubles:0,triples:1,home_runs:2,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:11,batting_avg:.250,onbase:.333,slugging:.583,ops:erc">.583,ops+:lugging">.917,bases:14,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CF,name:Julio Ramirez,age:21,games:15,plate_appearances:22,at_bats:21,runs:3,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:1,walks:1,strikeouts:6,batting_avg:.143,onbase:.182,slugging:.190,ops:erc">.190,ops+:lugging">.372,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:John Roskos,age:24,games:13,plate_appearances:13,at_bats:12,runs:0,hits:2,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:7,batting_avg:.167,onbase:.231,slugging:.333,ops:erc">.333,ops+:lugging">.564,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Guillermo Garcia,age:27,games:4,plate_appearances:4,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Meadows,age:23,games:29,plate_appearances:59,at_bats:50,runs:6,hits:7,doubles:3,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:21,batting_avg:.140,onbase:.173,slugging:.200,ops:erc">.200,ops+:lugging">.373,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Dennis Springer,age:34,games:36,plate_appearances:54,at_bats:50,runs:2,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:17,batting_avg:.120,onbase:.118,slugging:.140,ops:erc">.140,ops+:lugging">.258,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:0
pos:P,name:Ryan Dempster,age:22,games:25,plate_appearances:51,at_bats:49,runs:5,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:22,batting_avg:.102,onbase:.120,slugging:.122,ops:erc">.122,ops+:lugging">.242,bases:6,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Livan Hernandez,age:24,games:17,plate_appearances:47,at_bats:45,runs:5,hits:13,doubles:2,triples:0,home_runs:2,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.289,onbase:.283,slugging:.467,ops:erc">.467,ops+:lugging">.749,bases:21,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:P,name:Alex Fernandez,age:29,games:24,plate_appearances:46,at_bats:43,runs:3,hits:10,doubles:1,triples:0,home_runs:3,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.233,onbase:.233,slugging:.465,ops:erc">.465,ops+:lugging">.698,bases:20,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Vladimir Nunez,age:24,games:15,plate_appearances:27,at_bats:25,runs:0,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.160,onbase:.160,slugging:.160,ops:erc">.160,ops+:lugging">.320,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:A.J. Burnett,age:22,games:7,plate_appearances:17,at_bats:17,runs:1,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:10,batting_avg:.118,onbase:.118,slugging:.118,ops:erc">.118,ops+:lugging">.235,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jesus Sanchez,age:24,games:55,plate_appearances:15,at_bats:12,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:5,batting_avg:.083,onbase:.154,slugging:.083,ops:erc">.083,ops+:lugging">.237,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Brian Edmondson,age:26,games:65,plate_appearances:11,at_bats:11,runs:0,hits:4,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.364,onbase:.364,slugging:.545,ops:erc">.545,ops+:lugging">.909,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Reid Cornelius,age:29,games:5,plate_appearances:6,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Armando Almanza,age:26,games:14,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Antonio Alfonseca,age:27,games:69,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Mantei,age:25,games:34,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Vic Darensbourg,age:28,games:54,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Archie Corbin,age:31,games:16,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brent Billingsley,age:24,games:8,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rafael Medina,age:24,games:20,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Braden Looper,age:24,games:67,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Michael Tejera,age:22,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Hector Almonte,age:23,games:15,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kirt Ojala,age:30,games:8,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
