pos:C,name:Gregg Zaun,age:27,games:106,plate_appearances:338,at_bats:298,runs:19,hits:56,doubles:12,triples:2,home_runs:5,runs_batted_in:29,stolen_bases:5,caught_stealing:2,walks:35,strikeouts:52,batting_avg:.188,onbase:.274,slugging:.292,ops:erc">.292,ops+:lugging">.566,bases:87,double_plays:7,hit_by_pitch:1,sac_hits:2,sac_flies:2,intentional_walks:2
pos:3B,name:Kevin Orie,age:25,games:48,plate_appearances:195,at_bats:175,runs:23,hits:46,doubles:8,triples:1,home_runs:6,runs_batted_in:17,stolen_bases:1,caught_stealing:0,walks:14,strikeouts:24,batting_avg:.263,onbase:.335,slugging:.423,ops:erc">.423,ops+:lugging">.758,bases:74,double_plays:4,hit_by_pitch:5,sac_hits:1,sac_flies:0,intentional_walks:2
pos:2B,name:Luis Castillo,age:22,games:44,plate_appearances:177,at_bats:153,runs:21,hits:31,doubles:3,triples:2,home_runs:1,runs_batted_in:10,stolen_bases:3,caught_stealing:0,walks:22,strikeouts:33,batting_avg:.203,onbase:.307,slugging:.268,ops:erc">.268,ops+:lugging">.575,bases:41,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:RF,name:Gary Sheffield,age:29,games:40,plate_appearances:166,at_bats:136,runs:21,hits:37,doubles:11,triples:1,home_runs:6,runs_batted_in:28,stolen_bases:4,caught_stealing:2,walks:26,strikeouts:16,batting_avg:.272,onbase:.392,slugging:.500,ops:erc">.500,ops+:lugging">.892,bases:68,double_plays:3,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:1
pos:C,name:Charles Johnson,age:26,games:31,plate_appearances:130,at_bats:113,runs:13,hits:25,doubles:5,triples:0,home_runs:7,runs_batted_in:23,stolen_bases:0,caught_stealing:1,walks:16,strikeouts:30,batting_avg:.221,onbase:.315,slugging:.451,ops:erc">.451,ops+:lugging">.767,bases:51,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:C,name:Mike Redmond,age:27,games:37,plate_appearances:129,at_bats:118,runs:10,hits:39,doubles:9,triples:0,home_runs:2,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:16,batting_avg:.331,onbase:.368,slugging:.458,ops:erc">.458,ops+:lugging">.826,bases:54,double_plays:6,hit_by_pitch:2,sac_hits:4,sac_flies:0,intentional_walks:2
pos:3B,name:Bobby Bonilla,age:35,games:28,plate_appearances:110,at_bats:97,runs:11,hits:27,doubles:5,triples:0,home_runs:4,runs_batted_in:15,stolen_bases:0,caught_stealing:1,walks:12,strikeouts:22,batting_avg:.278,onbase:.355,slugging:.454,ops:erc">.454,ops+:lugging">.808,bases:44,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:SS,name:Alex Gonzalez,age:21,games:25,plate_appearances:98,at_bats:86,runs:11,hits:13,doubles:2,triples:0,home_runs:3,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:30,batting_avg:.151,onbase:.240,slugging:.279,ops:erc">.279,ops+:lugging">.519,bases:24,double_plays:2,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:UT,name:John Wehner,age:31,games:53,plate_appearances:96,at_bats:88,runs:10,hits:20,doubles:2,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:1,caught_stealing:0,walks:7,strikeouts:12,batting_avg:.227,onbase:.281,slugging:.250,ops:erc">.250,ops+:lugging">.531,bases:22,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:Jim Eisenreich,age:39,games:30,plate_appearances:68,at_bats:64,runs:9,hits:16,doubles:1,triples:0,home_runs:1,runs_batted_in:7,stolen_bases:2,caught_stealing:0,walks:4,strikeouts:14,batting_avg:.250,onbase:.294,slugging:.313,ops:erc">.313,ops+:lugging">.607,bases:20,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:C,name:Randy Knorr,age:29,games:15,plate_appearances:51,at_bats:49,runs:4,hits:10,doubles:4,triples:1,home_runs:2,runs_batted_in:11,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.204,onbase:.216,slugging:.449,ops:erc">.449,ops+:lugging">.665,bases:22,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Preston Wilson,age:23,games:14,plate_appearances:38,at_bats:31,runs:4,hits:2,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:13,batting_avg:.065,onbase:.194,slugging:.161,ops:erc">.161,ops+:lugging">.356,bases:5,double_plays:0,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:3B,name:Josh Booty,age:23,games:7,plate_appearances:22,at_bats:19,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:8,batting_avg:.158,onbase:.273,slugging:.211,ops:erc">.211,ops+:lugging">.483,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Mike Piazza,age:29,games:5,plate_appearances:19,at_bats:18,runs:1,hits:5,doubles:0,triples:1,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.278,onbase:.263,slugging:.389,ops:erc">.389,ops+:lugging">.652,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:1B,name:Brian Daubach,age:26,games:10,plate_appearances:17,at_bats:15,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:5,batting_avg:.200,onbase:.294,slugging:.267,ops:erc">.267,ops+:lugging">.561,bases:4,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:John Roskos,age:23,games:10,plate_appearances:10,at_bats:10,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.100,onbase:.100,slugging:.100,ops:erc">.100,ops+:lugging">.200,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:3B,name:Kevin Millar,age:26,games:2,plate_appearances:3,at_bats:2,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:.500,onbase:.667,slugging:.500,ops:erc">.500,ops+:lugging">1.167,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Livan Hernandez,age:23,games:34,plate_appearances:84,at_bats:82,runs:3,hits:16,doubles:3,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:20,batting_avg:.195,onbase:.205,slugging:.232,ops:erc">.232,ops+:lugging">.437,bases:19,double_plays:4,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Brian Meadows,age:22,games:30,plate_appearances:61,at_bats:54,runs:4,hits:7,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:19,batting_avg:.130,onbase:.186,slugging:.130,ops:erc">.130,ops+:lugging">.316,bases:7,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:P,name:Jesus Sanchez,age:23,games:35,plate_appearances:57,at_bats:52,runs:2,hits:7,doubles:0,triples:1,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:15,batting_avg:.135,onbase:.151,slugging:.173,ops:erc">.173,ops+:lugging">.324,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Andy Larkin,age:24,games:17,plate_appearances:32,at_bats:29,runs:1,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:19,batting_avg:.138,onbase:.167,slugging:.138,ops:erc">.138,ops+:lugging">.305,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Kirt Ojala,age:29,games:39,plate_appearances:31,at_bats:26,runs:2,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:10,batting_avg:.154,onbase:.241,slugging:.192,ops:erc">.192,ops+:lugging">.434,bases:5,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Rafael Medina,age:23,games:12,plate_appearances:25,at_bats:19,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.053,onbase:.053,slugging:.053,ops:erc">.053,ops+:lugging">.105,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Ryan Dempster,age:21,games:12,plate_appearances:14,at_bats:13,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:8,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Brian Edmondson,age:25,games:39,plate_appearances:11,at_bats:10,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Joe Fontenot,age:21,games:6,plate_appearances:11,at_bats:10,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Vic Darensbourg,age:27,games:57,plate_appearances:9,at_bats:8,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.000,onbase:.111,slugging:.000,ops:erc">.000,ops+:lugging">.111,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eric Ludwick,age:26,games:13,plate_appearances:7,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rob Stanifer,age:26,games:38,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Chris Hammond,age:32,games:3,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Antonio Alfonseca,age:26,games:56,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Mantei,age:24,games:38,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Felix Heredia,age:23,games:37,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Donn Pall,age:36,games:23,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Oscar Henriquez,age:24,games:15,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jay Powell,age:26,games:30,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Manuel Barrios,age:23,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Gabe Gonzalez,age:26,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Justin Speier,age:24,games:18,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
