pos:C,name:Ramon Hernandez,age:26,games:136,plate_appearances:457,at_bats:403,runs:51,hits:94,doubles:20,triples:0,home_runs:7,runs_batted_in:42,stolen_bases:0,caught_stealing:0,walks:43,strikeouts:64,batting_avg:.233,onbase:.313,slugging:.335,ops:erc">.335,ops+:lugging">.648,bases:135,double_plays:11,hit_by_pitch:5,sac_hits:3,sac_flies:3,intentional_walks:1
pos:1B,name:Olmedo Saenz,age:31,games:68,plate_appearances:178,at_bats:156,runs:15,hits:43,doubles:10,triples:1,home_runs:6,runs_batted_in:18,stolen_bases:1,caught_stealing:1,walks:13,strikeouts:31,batting_avg:.276,onbase:.354,slugging:.468,ops:erc">.468,ops+:lugging">.822,bases:73,double_plays:2,hit_by_pitch:7,sac_hits:0,sac_flies:2,intentional_walks:1
pos:C,name:Greg Myers,age:36,games:65,plate_appearances:170,at_bats:144,runs:15,hits:32,doubles:5,triples:0,home_runs:6,runs_batted_in:21,stolen_bases:0,caught_stealing:0,walks:26,strikeouts:36,batting_avg:.222,onbase:.341,slugging:.382,ops:erc">.382,ops+:lugging">.723,bases:55,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:3
pos:2B,name:Randy Velarde,age:39,games:56,plate_appearances:155,at_bats:133,runs:22,hits:30,doubles:8,triples:0,home_runs:2,runs_batted_in:8,stolen_bases:3,caught_stealing:0,walks:15,strikeouts:32,batting_avg:.226,onbase:.325,slugging:.331,ops:erc">.331,ops+:lugging">.656,bases:44,double_plays:4,hit_by_pitch:5,sac_hits:1,sac_flies:1,intentional_walks:1
pos:2B,name:Frank Menechino,age:31,games:38,plate_appearances:154,at_bats:132,runs:22,hits:27,doubles:7,triples:0,home_runs:3,runs_batted_in:15,stolen_bases:0,caught_stealing:0,walks:20,strikeouts:32,batting_avg:.205,onbase:.312,slugging:.326,ops:erc">.326,ops+:lugging">.637,bases:43,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:LF,name:Adam Piatt,age:26,games:55,plate_appearances:152,at_bats:137,runs:18,hits:32,doubles:8,triples:0,home_runs:5,runs_batted_in:18,stolen_bases:2,caught_stealing:1,walks:12,strikeouts:33,batting_avg:.234,onbase:.303,slugging:.401,ops:erc">.401,ops+:lugging">.704,bases:55,double_plays:1,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:0
pos:1B,name:Carlos Pena,age:24,games:40,plate_appearances:141,at_bats:124,runs:12,hits:27,doubles:4,triples:0,home_runs:7,runs_batted_in:16,stolen_bases:0,caught_stealing:0,walks:15,strikeouts:38,batting_avg:.218,onbase:.305,slugging:.419,ops:erc">.419,ops+:lugging">.724,bases:52,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Eric Byrnes,age:26,games:90,plate_appearances:104,at_bats:94,runs:24,hits:23,doubles:4,triples:2,home_runs:3,runs_batted_in:11,stolen_bases:3,caught_stealing:0,walks:4,strikeouts:17,batting_avg:.245,onbase:.291,slugging:.426,ops:erc">.426,ops+:lugging">.717,bases:40,double_plays:3,hit_by_pitch:3,sac_hits:1,sac_flies:2,intentional_walks:0
pos:2B,name:Esteban German,age:24,games:9,plate_appearances:40,at_bats:35,runs:4,hits:7,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:4,strikeouts:11,batting_avg:.200,onbase:.300,slugging:.200,ops:erc">.200,ops+:lugging">.500,bases:7,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Mike Colangelo,age:25,games:20,plate_appearances:26,at_bats:23,runs:2,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.174,onbase:.240,slugging:.217,ops:erc">.217,ops+:lugging">.457,bases:5,double_plays:0,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:UT,name:Larry Sutton,age:32,games:7,plate_appearances:20,at_bats:19,runs:3,hits:2,doubles:0,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:8,batting_avg:.105,onbase:.150,slugging:.263,ops:erc">.263,ops+:lugging">.413,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Jason Grabowski,age:26,games:4,plate_appearances:11,at_bats:8,runs:3,hits:3,doubles:1,triples:1,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:1,batting_avg:.375,onbase:.545,slugging:.750,ops:erc">.750,ops+:lugging">1.295,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Jose Flores,age:29,games:7,plate_appearances:5,at_bats:3,runs:2,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:1,walks:1,strikeouts:0,batting_avg:.000,onbase:.400,slugging:.000,ops:erc">.000,ops+:lugging">.400,bases:0,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Cody McKay,age:28,games:2,plate_appearances:4,at_bats:3,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.667,onbase:.500,slugging:.667,ops:erc">.667,ops+:lugging">1.167,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:P,name:Barry Zito,age:24,games:2,plate_appearances:6,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Tim Hudson,age:26,games:2,plate_appearances:6,at_bats:5,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.200,onbase:.333,slugging:.400,ops:erc">.400,ops+:lugging">.733,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mark Mulder,age:24,games:2,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Aaron Harang,age:24,games:2,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Cory Lidle,age:30,games:2,plate_appearances:2,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jeff Tam,age:31,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Erik Hiljus,age:29,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Fyhrie,age:32,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Magnante,age:37,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Billy Koch,age:27,games:6,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Micah Bowie,age:27,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Holtz,age:29,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Mecir,age:32,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Venafro,age:28,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ted Lilly,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ricardo Rincon,age:32,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Chad Bradford,age:27,games:6,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
