pos:C,name:Wiki Gonzalez,age:26,games:95,plate_appearances:319,at_bats:284,runs:25,hits:66,doubles:15,triples:1,home_runs:5,runs_batted_in:30,stolen_bases:1,caught_stealing:2,walks:30,strikeouts:31,batting_avg:.232,onbase:.311,slugging:.345,ops:erc">.345,ops+:lugging">.656,bases:98,double_plays:5,hit_by_pitch:3,sac_hits:1,sac_flies:1,intentional_walks:4
pos:1B,name:Ed Sprague,age:32,games:73,plate_appearances:175,at_bats:157,runs:19,hits:41,doubles:12,triples:0,home_runs:10,runs_batted_in:27,stolen_bases:0,caught_stealing:0,walks:13,strikeouts:40,batting_avg:.261,onbase:.326,slugging:.529,ops:erc">.529,ops+:lugging">.854,bases:83,double_plays:1,hit_by_pitch:3,sac_hits:0,sac_flies:2,intentional_walks:2
pos:3B,name:Dave Magadan,age:37,games:95,plate_appearances:166,at_bats:132,runs:13,hits:36,doubles:7,triples:0,home_runs:2,runs_batted_in:21,stolen_bases:0,caught_stealing:0,walks:32,strikeouts:23,batting_avg:.273,onbase:.410,slugging:.371,ops:erc">.371,ops+:lugging">.781,bases:49,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:1
pos:C,name:Ben Davis,age:23,games:43,plate_appearances:148,at_bats:130,runs:12,hits:29,doubles:6,triples:0,home_runs:3,runs_batted_in:14,stolen_bases:1,caught_stealing:1,walks:14,strikeouts:35,batting_avg:.223,onbase:.297,slugging:.338,ops:erc">.338,ops+:lugging">.635,bases:44,double_plays:2,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:1
pos:RF,name:Tony Gwynn,age:40,games:36,plate_appearances:140,at_bats:127,runs:17,hits:41,doubles:12,triples:0,home_runs:1,runs_batted_in:17,stolen_bases:0,caught_stealing:1,walks:9,strikeouts:4,batting_avg:.323,onbase:.364,slugging:.441,ops:erc">.441,ops+:lugging">.805,bases:56,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:2
pos:RF,name:John Mabry,age:29,games:48,plate_appearances:129,at_bats:123,runs:17,hits:28,doubles:8,triples:0,home_runs:7,runs_batted_in:25,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:38,batting_avg:.228,onbase:.256,slugging:.463,ops:erc">.463,ops+:lugging">.719,bases:57,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:RF,name:Kory DeHaan,age:23,games:90,plate_appearances:110,at_bats:103,runs:19,hits:21,doubles:7,triples:0,home_runs:2,runs_batted_in:13,stolen_bases:4,caught_stealing:2,walks:5,strikeouts:39,batting_avg:.204,onbase:.239,slugging:.330,ops:erc">.330,ops+:lugging">.569,bases:34,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:SS,name:Kevin Nicholson,age:24,games:37,plate_appearances:105,at_bats:97,runs:7,hits:21,doubles:6,triples:1,home_runs:1,runs_batted_in:8,stolen_bases:1,caught_stealing:0,walks:4,strikeouts:31,batting_avg:.216,onbase:.255,slugging:.330,ops:erc">.330,ops+:lugging">.585,bases:32,double_plays:2,hit_by_pitch:1,sac_hits:3,sac_flies:0,intentional_walks:0
pos:SS,name:Chris Gomez,age:29,games:33,plate_appearances:64,at_bats:54,runs:4,hits:12,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:5,batting_avg:.222,onbase:.306,slugging:.222,ops:erc">.222,ops+:lugging">.529,bases:12,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:UT,name:Joe Vitiello,age:30,games:39,plate_appearances:63,at_bats:52,runs:7,hits:13,doubles:3,triples:0,home_runs:2,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:10,strikeouts:9,batting_avg:.250,onbase:.365,slugging:.423,ops:erc">.423,ops+:lugging">.788,bases:22,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:John Roskos,age:25,games:14,plate_appearances:30,at_bats:27,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:7,batting_avg:.037,onbase:.133,slugging:.074,ops:erc">.074,ops+:lugging">.207,bases:2,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Greg LaRocca,age:27,games:13,plate_appearances:30,at_bats:27,runs:1,hits:6,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.222,onbase:.250,slugging:.296,ops:erc">.296,ops+:lugging">.546,bases:8,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:UT,name:David Newhan,age:26,games:14,plate_appearances:26,at_bats:20,runs:5,hits:3,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:7,batting_avg:.150,onbase:.346,slugging:.350,ops:erc">.350,ops+:lugging">.696,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:C,name:George Williams,age:31,games:11,plate_appearances:17,at_bats:16,runs:2,hits:3,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.188,onbase:.235,slugging:.375,ops:erc">.375,ops+:lugging">.610,bases:6,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Dusty Allen,age:27,games:9,plate_appearances:14,at_bats:12,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:5,batting_avg:.000,onbase:.143,slugging:.000,ops:erc">.000,ops+:lugging">.143,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Gabe Alvarez,age:26,games:11,plate_appearances:14,at_bats:13,runs:1,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.154,onbase:.214,slugging:.231,ops:erc">.231,ops+:lugging">.445,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Xavier Nady,age:21,games:1,plate_appearances:1,at_bats:1,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Clement,age:25,games:31,plate_appearances:69,at_bats:60,runs:3,hits:4,doubles:0,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:33,batting_avg:.067,onbase:.125,slugging:.100,ops:erc">.100,ops+:lugging">.225,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Woody Williams,age:33,games:29,plate_appearances:66,at_bats:58,runs:10,hits:15,doubles:4,triples:0,home_runs:1,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:26,batting_avg:.259,onbase:.308,slugging:.379,ops:erc">.379,ops+:lugging">.687,bases:22,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:2,intentional_walks:0
pos:P,name:Adam Eaton,age:22,games:21,plate_appearances:45,at_bats:38,runs:6,hits:11,doubles:2,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:2,caught_stealing:0,walks:6,strikeouts:10,batting_avg:.289,onbase:.400,slugging:.342,ops:erc">.342,ops+:lugging">.742,bases:13,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Meadows,age:24,games:21,plate_appearances:44,at_bats:40,runs:2,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:17,batting_avg:.150,onbase:.150,slugging:.150,ops:erc">.150,ops+:lugging">.300,bases:6,double_plays:1,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Brian Tollberg,age:27,games:19,plate_appearances:38,at_bats:32,runs:1,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:11,batting_avg:.094,onbase:.094,slugging:.094,ops:erc">.094,ops+:lugging">.188,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Jay Witasick,age:27,games:11,plate_appearances:25,at_bats:22,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.136,onbase:.174,slugging:.136,ops:erc">.136,ops+:lugging">.310,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Sterling Hitchcock,age:29,games:11,plate_appearances:23,at_bats:22,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:12,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Stan Spencer,age:30,games:8,plate_appearances:14,at_bats:12,runs:0,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.333,onbase:.333,slugging:.417,ops:erc">.417,ops+:lugging">.750,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Rodrigo Lopez,age:24,games:5,plate_appearances:9,at_bats:9,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.111,onbase:.111,slugging:.111,ops:erc">.111,ops+:lugging">.222,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Will Cunnane,age:26,games:27,plate_appearances:7,at_bats:7,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.143,onbase:.143,slugging:.286,ops:erc">.286,ops+:lugging">.429,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Boehringer,age:31,games:6,plate_appearances:5,at_bats:4,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.250,onbase:.250,slugging:.500,ops:erc">.500,ops+:lugging">.750,bases:2,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Walker,age:23,games:67,plate_appearances:4,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Carlos Almanzar,age:26,games:59,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Donne Wall,age:32,games:43,plate_appearances:2,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Todd Erdos,age:26,games:22,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Carlos Reyes,age:31,games:11,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brandon Kolb,age:26,games:9,plate_appearances:1,at_bats:1,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Buddy Carlyle,age:22,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Trevor Hoffman,age:32,games:67,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Domingo Guzman,age:25,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Montgomery,age:29,games:6,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Heathcliff Slocumb,age:34,games:22,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Whiteside,age:32,games:24,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Whisenant,age:29,games:24,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Vicente Palacios,age:36,games:7,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tom Davey,age:26,games:11,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rodney Myers,age:31,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dave Maurer,age:25,games:14,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dan Serafini,age:26,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
