pos:C,name:Gary Bennett,age:31,games:96,plate_appearances:338,at_bats:307,runs:26,hits:73,doubles:15,triples:0,home_runs:2,runs_batted_in:42,stolen_bases:3,caught_stealing:0,walks:24,strikeouts:48,batting_avg:.238,onbase:.296,slugging:.306,ops:erc">.306,ops+:lugging">.602,bases:94,double_plays:8,hit_by_pitch:2,sac_hits:3,sac_flies:2,intentional_walks:3
pos:IF,name:Lou Merloni,age:32,games:65,plate_appearances:179,at_bats:151,runs:20,hits:41,doubles:7,triples:2,home_runs:1,runs_batted_in:17,stolen_bases:2,caught_stealing:3,walks:22,strikeouts:33,batting_avg:.272,onbase:.362,slugging:.364,ops:erc">.364,ops+:lugging">.726,bases:55,double_plays:3,hit_by_pitch:1,sac_hits:2,sac_flies:3,intentional_walks:2
pos:C,name:Miguel Ojeda,age:28,games:61,plate_appearances:163,at_bats:141,runs:13,hits:33,doubles:6,triples:0,home_runs:4,runs_batted_in:22,stolen_bases:1,caught_stealing:1,walks:18,strikeouts:26,batting_avg:.234,onbase:.331,slugging:.362,ops:erc">.362,ops+:lugging">.693,bases:51,double_plays:2,hit_by_pitch:3,sac_hits:0,sac_flies:1,intentional_walks:2
pos:CI,name:Dave Hansen,age:34,games:110,plate_appearances:159,at_bats:135,runs:13,hits:33,doubles:4,triples:1,home_runs:2,runs_batted_in:15,stolen_bases:1,caught_stealing:0,walks:23,strikeouts:25,batting_avg:.244,onbase:.358,slugging:.333,ops:erc">.333,ops+:lugging">.692,bases:45,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:3
pos:LF,name:Brian Giles,age:32,games:29,plate_appearances:128,at_bats:104,runs:23,hits:31,doubles:4,triples:2,home_runs:4,runs_batted_in:18,stolen_bases:4,caught_stealing:0,walks:20,strikeouts:10,batting_avg:.298,onbase:.414,slugging:.490,ops:erc">.490,ops+:lugging">.904,bases:51,double_plays:4,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:1
pos:2B,name:Keith Lockhart,age:38,games:62,plate_appearances:111,at_bats:95,runs:18,hits:23,doubles:5,triples:1,home_runs:3,runs_batted_in:8,stolen_bases:0,caught_stealing:1,walks:13,strikeouts:19,batting_avg:.242,onbase:.339,slugging:.411,ops:erc">.411,ops+:lugging">.750,bases:39,double_plays:2,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:SS,name:Donaldo Mendez,age:25,games:26,plate_appearances:94,at_bats:84,runs:10,hits:19,doubles:6,triples:0,home_runs:2,runs_batted_in:9,stolen_bases:1,caught_stealing:0,walks:7,strikeouts:32,batting_avg:.226,onbase:.298,slugging:.369,ops:erc">.369,ops+:lugging">.667,bases:31,double_plays:0,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:1
pos:OF,name:Shane Victorino,age:22,games:36,plate_appearances:83,at_bats:73,runs:8,hits:11,doubles:2,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:7,caught_stealing:2,walks:7,strikeouts:17,batting_avg:.151,onbase:.232,slugging:.178,ops:erc">.178,ops+:lugging">.410,bases:13,double_plays:5,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:0
pos:C,name:Wiki Gonzalez,age:29,games:24,plate_appearances:73,at_bats:65,runs:1,hits:13,doubles:5,triples:0,home_runs:0,runs_batted_in:10,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:13,batting_avg:.200,onbase:.264,slugging:.277,ops:erc">.277,ops+:lugging">.541,bases:18,double_plays:3,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:1
pos:SS,name:Khalil Greene,age:23,games:20,plate_appearances:70,at_bats:65,runs:8,hits:14,doubles:4,triples:1,home_runs:2,runs_batted_in:6,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:19,batting_avg:.215,onbase:.271,slugging:.400,ops:erc">.400,ops+:lugging">.671,bases:26,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Mike Rivera,age:26,games:19,plate_appearances:58,at_bats:53,runs:2,hits:9,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:11,batting_avg:.170,onbase:.241,slugging:.245,ops:erc">.245,ops+:lugging">.487,bases:13,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Humberto Quintero,age:23,games:12,plate_appearances:24,at_bats:23,runs:1,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.217,onbase:.250,slugging:.217,ops:erc">.217,ops+:lugging">.467,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:CF,name:Jason Bay,age:24,games:3,plate_appearances:10,at_bats:8,runs:2,hits:2,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.250,onbase:.400,slugging:.750,ops:erc">.750,ops+:lugging">1.150,bases:6,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Todd Sears,age:27,games:9,plate_appearances:8,at_bats:8,runs:2,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.250,onbase:.250,slugging:.375,ops:erc">.375,ops+:lugging">.625,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Jermaine Clark,age:26,games:1,plate_appearances:3,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:1,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:P,name:Brian Lawrence,age:27,games:32,plate_appearances:72,at_bats:67,runs:7,hits:15,doubles:2,triples:0,home_runs:1,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:18,batting_avg:.224,onbase:.257,slugging:.299,ops:erc">.299,ops+:lugging">.556,bases:20,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Jake Peavy,age:22,games:30,plate_appearances:68,at_bats:55,runs:4,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:21,batting_avg:.073,onbase:.150,slugging:.073,ops:erc">.073,ops+:lugging">.223,bases:4,double_plays:0,hit_by_pitch:2,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Adam Eaton,age:25,games:37,plate_appearances:68,at_bats:56,runs:4,hits:11,doubles:3,triples:0,home_runs:2,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:25,batting_avg:.196,onbase:.262,slugging:.357,ops:erc">.357,ops+:lugging">.619,bases:20,double_plays:1,hit_by_pitch:1,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Oliver Perez,age:21,games:18,plate_appearances:38,at_bats:33,runs:0,hits:7,doubles:0,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.212,onbase:.229,slugging:.212,ops:erc">.212,ops+:lugging">.441,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:0
pos:P,name:Kevin Jarvis,age:33,games:15,plate_appearances:29,at_bats:22,runs:3,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:7,batting_avg:.136,onbase:.269,slugging:.136,ops:erc">.136,ops+:lugging">.406,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Mike Bynum,age:25,games:13,plate_appearances:11,at_bats:10,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.300,onbase:.300,slugging:.300,ops:erc">.300,ops+:lugging">.600,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Ben Howard,age:24,games:6,plate_appearances:11,at_bats:11,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.091,onbase:.091,slugging:.091,ops:erc">.091,ops+:lugging">.182,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Clay Condrey,age:27,games:9,plate_appearances:10,at_bats:10,runs:1,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Carlton Loewer,age:29,games:5,plate_appearances:7,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.000,onbase:.167,slugging:.000,ops:erc">.000,ops+:lugging">.167,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jaret Wright,age:27,games:39,plate_appearances:5,at_bats:4,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.250,onbase:.250,slugging:.500,ops:erc">.500,ops+:lugging">.750,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Roger Deago,age:26,games:2,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Linebrink,age:26,games:40,plate_appearances:4,at_bats:4,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.500,onbase:.500,slugging:.750,ops:erc">.750,ops+:lugging">1.250,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Joe Roa,age:31,games:18,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Matthews,age:29,games:74,plate_appearances:3,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Brian Tollberg,age:30,games:2,plate_appearances:3,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Randy Keisler,age:27,games:3,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Charles Nagy,age:36,games:5,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Luther Hackman,age:28,games:63,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Herges,age:33,games:37,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brandon Villafuerte,age:27,games:31,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jay Witasick,age:30,games:42,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rod Beck,age:34,games:33,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Trevor Hoffman,age:35,games:9,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dennis Tankersley,age:24,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jesse Orosco,age:46,games:40,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Walker,age:26,games:11,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
