pos:C,name:Mike Piazza,age:37,games:126,plate_appearances:439,at_bats:399,runs:39,hits:113,doubles:19,triples:1,home_runs:22,runs_batted_in:68,stolen_bases:0,caught_stealing:0,walks:34,strikeouts:66,batting_avg:.283,onbase:.342,slugging:.501,ops:erc">.501,ops+:lugging">.843,bases:200,double_plays:13,hit_by_pitch:3,sac_hits:0,sac_flies:3,intentional_walks:2
pos:LF,name:Eric Young Sr.,age:39,games:56,plate_appearances:147,at_bats:128,runs:19,hits:26,doubles:5,triples:0,home_runs:3,runs_batted_in:13,stolen_bases:8,caught_stealing:2,walks:13,strikeouts:16,batting_avg:.203,onbase:.281,slugging:.313,ops:erc">.313,ops+:lugging">.593,bases:40,double_plays:6,hit_by_pitch:2,sac_hits:1,sac_flies:3,intentional_walks:1
pos:IF,name:Todd Walker,age:33,games:44,plate_appearances:142,at_bats:124,runs:18,hits:35,doubles:6,triples:1,home_runs:3,runs_batted_in:13,stolen_bases:2,caught_stealing:0,walks:17,strikeouts:11,batting_avg:.282,onbase:.366,slugging:.419,ops:erc">.419,ops+:lugging">.786,bases:52,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:OF,name:Ben Johnson,age:25,games:58,plate_appearances:135,at_bats:120,runs:19,hits:30,doubles:5,triples:2,home_runs:4,runs_batted_in:12,stolen_bases:3,caught_stealing:0,walks:14,strikeouts:36,batting_avg:.250,onbase:.333,slugging:.425,ops:erc">.425,ops+:lugging">.758,bases:51,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:2
pos:C,name:Rob Bowen,age:25,games:94,plate_appearances:110,at_bats:94,runs:22,hits:23,doubles:5,triples:0,home_runs:3,runs_batted_in:13,stolen_bases:0,caught_stealing:1,walks:13,strikeouts:26,batting_avg:.245,onbase:.339,slugging:.394,ops:erc">.394,ops+:lugging">.733,bases:37,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:0
pos:3B,name:Russell Branyan,age:30,games:27,plate_appearances:89,at_bats:72,runs:14,hits:21,doubles:1,triples:0,home_runs:6,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:15,strikeouts:27,batting_avg:.292,onbase:.416,slugging:.556,ops:erc">.556,ops+:lugging">.971,bases:40,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:1
pos:OF,name:Terrmel Sledge,age:29,games:38,plate_appearances:78,at_bats:70,runs:7,hits:16,doubles:3,triples:0,home_runs:2,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:17,batting_avg:.229,onbase:.308,slugging:.357,ops:erc">.357,ops+:lugging">.665,bases:25,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Manny Alexander,age:35,games:22,plate_appearances:39,at_bats:34,runs:2,hits:6,doubles:1,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:2,strikeouts:5,batting_avg:.176,onbase:.216,slugging:.265,ops:erc">.265,ops+:lugging">.481,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:2
pos:C,name:Doug Mirabelli,age:35,games:14,plate_appearances:26,at_bats:22,runs:1,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:5,batting_avg:.182,onbase:.308,slugging:.227,ops:erc">.227,ops+:lugging">.535,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Paul McAnulty,age:25,games:16,plate_appearances:15,at_bats:13,runs:3,hits:3,doubles:1,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:4,batting_avg:.231,onbase:.333,slugging:.538,ops:erc">.538,ops+:lugging">.872,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Ryan Klesko,age:35,games:6,plate_appearances:6,at_bats:4,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:0,batting_avg:.750,onbase:.833,slugging:1.000,ops:erc">1.000,ops+:lugging">1.833,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Jack Cust,age:27,games:4,plate_appearances:3,at_bats:3,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Jon Knott,age:27,games:3,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Justin Leone,age:29,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jake Peavy,age:25,games:31,plate_appearances:69,at_bats:60,runs:6,hits:10,doubles:3,triples:0,home_runs:2,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:19,batting_avg:.167,onbase:.180,slugging:.317,ops:erc">.317,ops+:lugging">.497,bases:19,double_plays:0,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Woody Williams,age:39,games:26,plate_appearances:62,at_bats:54,runs:3,hits:11,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:13,batting_avg:.204,onbase:.232,slugging:.222,ops:erc">.222,ops+:lugging">.454,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Chris Young,age:27,games:29,plate_appearances:62,at_bats:54,runs:2,hits:7,doubles:2,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:26,batting_avg:.130,onbase:.130,slugging:.204,ops:erc">.204,ops+:lugging">.333,bases:11,double_plays:0,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Clay Hensley,age:26,games:36,plate_appearances:56,at_bats:48,runs:2,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:28,batting_avg:.083,onbase:.137,slugging:.104,ops:erc">.104,ops+:lugging">.241,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Chan Ho Park,age:33,games:24,plate_appearances:48,at_bats:41,runs:0,hits:11,doubles:0,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:12,batting_avg:.268,onbase:.268,slugging:.268,ops:erc">.268,ops+:lugging">.537,bases:11,double_plays:2,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Mike Thompson,age:25,games:18,plate_appearances:29,at_bats:25,runs:2,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:12,batting_avg:.160,onbase:.192,slugging:.160,ops:erc">.160,ops+:lugging">.352,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:David Wells,age:43,games:5,plate_appearances:8,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Dewon Brazelton,age:26,games:9,plate_appearances:4,at_bats:4,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.250,onbase:.250,slugging:.500,ops:erc">.500,ops+:lugging">.750,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tim Stauffer,age:24,games:1,plate_appearances:2,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Shawn Estes,age:33,games:1,plate_appearances:2,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:.000,onbase:.500,slugging:.000,ops:erc">.000,ops+:lugging">.500,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Sweeney,age:32,games:35,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jon Adkins,age:28,games:51,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Alan Embree,age:36,games:68,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Cla Meredith,age:23,games:45,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Scott Cassidy,age:30,games:40,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Linebrink,age:29,games:69,plate_appearances:1,at_bats:1,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Brower,age:33,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Williamson,age:30,games:11,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Trevor Hoffman,age:38,games:62,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rudy Seanez,age:37,games:8,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Doug Brocail,age:39,games:25,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Sikorski,age:31,games:12,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
