pos:C,name:Chris Cannizzaro,age:32,games:111,plate_appearances:397,at_bats:341,runs:27,hits:95,doubles:13,triples:3,home_runs:5,runs_batted_in:42,stolen_bases:2,caught_stealing:7,walks:48,strikeouts:49,batting_avg:.279,onbase:.366,slugging:.378,ops:erc">.378,ops+:lugging">.745,bases:129,double_plays:9,hit_by_pitch:1,sac_hits:4,sac_flies:3,intentional_walks:8
pos:OF,name:Jim Williams,age:23,games:11,plate_appearances:15,at_bats:14,runs:4,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.286,onbase:.333,slugging:.286,ops:erc">.286,ops+:lugging">.619,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Fred Kendall,age:21,games:4,plate_appearances:9,at_bats:9,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Pat Dobson,age:28,games:40,plate_appearances:96,at_bats:71,runs:5,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:5,strikeouts:17,batting_avg:.141,onbase:.208,slugging:.155,ops:erc">.155,ops+:lugging">.363,bases:11,double_plays:2,hit_by_pitch:1,sac_hits:19,sac_flies:0,intentional_walks:0
pos:P,name:Clay Kirby,age:22,games:36,plate_appearances:82,at_bats:74,runs:4,hits:11,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:38,batting_avg:.149,onbase:.203,slugging:.162,ops:erc">.162,ops+:lugging">.365,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Dave Roberts,age:25,games:43,plate_appearances:64,at_bats:59,runs:6,hits:9,doubles:1,triples:0,home_runs:2,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:16,batting_avg:.153,onbase:.167,slugging:.271,ops:erc">.271,ops+:lugging">.438,bases:16,double_plays:1,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Danny Coombs,age:28,games:35,plate_appearances:62,at_bats:52,runs:3,hits:5,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:29,batting_avg:.096,onbase:.145,slugging:.135,ops:erc">.135,ops+:lugging">.280,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Mike Corkins,age:24,games:25,plate_appearances:44,at_bats:37,runs:6,hits:8,doubles:1,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:23,batting_avg:.216,onbase:.256,slugging:.324,ops:erc">.324,ops+:lugging">.581,bases:12,double_plays:1,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Al Santorini,age:22,games:21,plate_appearances:19,at_bats:18,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:9,batting_avg:.000,onbase:.053,slugging:.000,ops:erc">.000,ops+:lugging">.053,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Earl Wilson,age:35,games:15,plate_appearances:19,at_bats:17,runs:2,hits:1,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:12,batting_avg:.059,onbase:.158,slugging:.235,ops:erc">.235,ops+:lugging">.393,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ron Herbel,age:32,games:64,plate_appearances:14,at_bats:13,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:8,batting_avg:.000,onbase:.071,slugging:.000,ops:erc">.000,ops+:lugging">.071,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Gary Ross,age:22,games:33,plate_appearances:10,at_bats:8,runs:1,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.625,ops:erc">.625,ops+:lugging">1.125,bases:5,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Tom Dukes,age:27,games:53,plate_appearances:7,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ron Willis,age:26,games:42,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Arlin,age:24,games:2,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Roberto Rodriguez,age:29,games:10,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jerry Nyman,age:27,games:3,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Paul Doyle,age:30,games:9,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jack Baldschun,age:33,games:12,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
