pos:C,name:Gary Bennett,age:30,games:90,plate_appearances:314,at_bats:291,runs:26,hits:77,doubles:10,triples:2,home_runs:4,runs_batted_in:26,stolen_bases:1,caught_stealing:3,walks:15,strikeouts:45,batting_avg:.265,onbase:.314,slugging:.354,ops:erc">.354,ops+:lugging">.668,bases:103,double_plays:10,hit_by_pitch:6,sac_hits:2,sac_flies:0,intentional_walks:2
pos:LF,name:Jay Payton,age:29,games:47,plate_appearances:181,at_bats:170,runs:36,hits:57,doubles:14,triples:4,home_runs:8,runs_batted_in:28,stolen_bases:3,caught_stealing:3,walks:8,strikeouts:20,batting_avg:.335,onbase:.376,slugging:.606,ops:erc">.606,ops+:lugging">.982,bases:103,double_plays:3,hit_by_pitch:3,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Bobby Estalella,age:27,games:38,plate_appearances:130,at_bats:112,runs:17,hits:23,doubles:8,triples:0,home_runs:8,runs_batted_in:25,stolen_bases:0,caught_stealing:1,walks:14,strikeouts:33,batting_avg:.205,onbase:.285,slugging:.491,ops:erc">.491,ops+:lugging">.776,bases:55,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:4,intentional_walks:0
pos:LF,name:Benny Agbayani,age:30,games:48,plate_appearances:128,at_bats:117,runs:10,hits:24,doubles:5,triples:0,home_runs:4,runs_batted_in:19,stolen_bases:1,caught_stealing:0,walks:10,strikeouts:35,batting_avg:.205,onbase:.266,slugging:.350,ops:erc">.350,ops+:lugging">.616,bases:41,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:RF,name:Gabe Kapler,age:26,games:40,plate_appearances:128,at_bats:119,runs:12,hits:37,doubles:4,triples:3,home_runs:2,runs_batted_in:17,stolen_bases:6,caught_stealing:2,walks:8,strikeouts:23,batting_avg:.311,onbase:.359,slugging:.445,ops:erc">.445,ops+:lugging">.805,bases:53,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Mark Little,age:29,games:61,plate_appearances:123,at_bats:105,runs:20,hits:21,doubles:5,triples:2,home_runs:0,runs_batted_in:5,stolen_bases:2,caught_stealing:1,walks:13,strikeouts:28,batting_avg:.200,onbase:.311,slugging:.286,ops:erc">.286,ops+:lugging">.597,bases:30,double_plays:1,hit_by_pitch:4,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Sandy Alomar,age:36,games:38,plate_appearances:120,at_bats:116,runs:8,hits:31,doubles:4,triples:0,home_runs:0,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:19,batting_avg:.267,onbase:.292,slugging:.302,ops:erc">.302,ops+:lugging">.593,bases:35,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Ben Petrick,age:25,games:38,plate_appearances:106,at_bats:95,runs:10,hits:20,doubles:3,triples:1,home_runs:5,runs_batted_in:11,stolen_bases:0,caught_stealing:1,walks:9,strikeouts:33,batting_avg:.211,onbase:.283,slugging:.421,ops:erc">.421,ops+:lugging">.704,bases:40,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:LF,name:Jack Cust,age:23,games:35,plate_appearances:78,at_bats:65,runs:8,hits:11,doubles:2,triples:0,home_runs:1,runs_batted_in:8,stolen_bases:0,caught_stealing:1,walks:12,strikeouts:32,batting_avg:.169,onbase:.295,slugging:.246,ops:erc">.246,ops+:lugging">.541,bases:16,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:Jason Romano,age:23,games:18,plate_appearances:41,at_bats:37,runs:9,hits:12,doubles:0,triples:1,home_runs:0,runs_batted_in:1,stolen_bases:4,caught_stealing:1,walks:3,strikeouts:11,batting_avg:.324,onbase:.375,slugging:.378,ops:erc">.378,ops+:lugging">.753,bases:14,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:UT,name:Ross Gload,age:26,games:26,plate_appearances:34,at_bats:31,runs:4,hits:8,doubles:1,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:7,batting_avg:.258,onbase:.324,slugging:.387,ops:erc">.387,ops+:lugging">.711,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Walt McKeel,age:30,games:5,plate_appearances:13,at_bats:13,runs:1,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.308,onbase:.308,slugging:.308,ops:erc">.308,ops+:lugging">.615,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jason Jennings,age:23,games:30,plate_appearances:68,at_bats:62,runs:6,hits:19,doubles:4,triples:0,home_runs:0,runs_batted_in:11,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:13,batting_avg:.306,onbase:.348,slugging:.371,ops:erc">.371,ops+:lugging">.719,bases:23,double_plays:0,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Mike Hampton,age:29,games:33,plate_appearances:66,at_bats:64,runs:9,hits:22,doubles:2,triples:0,home_runs:3,runs_batted_in:5,stolen_bases:1,caught_stealing:1,walks:1,strikeouts:13,batting_avg:.344,onbase:.354,slugging:.516,ops:erc">.516,ops+:lugging">.869,bases:33,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Denny Neagle,age:33,games:34,plate_appearances:50,at_bats:45,runs:5,hits:12,doubles:4,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:11,batting_avg:.267,onbase:.267,slugging:.356,ops:erc">.356,ops+:lugging">.622,bases:16,double_plays:2,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Denny Stark,age:27,games:31,plate_appearances:45,at_bats:41,runs:4,hits:7,doubles:3,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:19,batting_avg:.171,onbase:.167,slugging:.317,ops:erc">.317,ops+:lugging">.484,bases:13,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:0
pos:P,name:John Thomson,age:28,games:19,plate_appearances:40,at_bats:34,runs:2,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:12,batting_avg:.176,onbase:.216,slugging:.176,ops:erc">.176,ops+:lugging">.393,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:0
pos:P,name:Shawn Chacon,age:24,games:20,plate_appearances:37,at_bats:35,runs:3,hits:9,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:14,batting_avg:.257,onbase:.257,slugging:.286,ops:erc">.286,ops+:lugging">.543,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Aaron Cook,age:23,games:9,plate_appearances:12,at_bats:11,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.091,onbase:.091,slugging:.091,ops:erc">.091,ops+:lugging">.182,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Randy Flores,age:26,games:8,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Todd Jones,age:34,games:76,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Chris Nichting,age:36,games:26,plate_appearances:3,at_bats:3,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Justin Speier,age:28,games:60,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Victor Santos,age:25,games:24,plate_appearances:2,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Sean Lowe,age:31,games:8,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Cory Vance,age:23,games:2,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kent Mercker,age:34,games:58,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mark Corey,age:27,games:14,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Fuentes,age:26,games:29,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike James,age:34,games:13,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rick White,age:33,games:41,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jose Jimenez,age:28,games:70,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dennys Reyes,age:25,games:40,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
