pos:C,name:Chris Iannetta,age:26,games:93,plate_appearances:350,at_bats:289,runs:41,hits:66,doubles:15,triples:2,home_runs:16,runs_batted_in:52,stolen_bases:0,caught_stealing:1,walks:43,strikeouts:75,batting_avg:.228,onbase:.344,slugging:.460,ops:erc">.460,ops+:lugging">.804,bases:133,double_plays:4,hit_by_pitch:11,sac_hits:1,sac_flies:6,intentional_walks:3
pos:C,name:Yorvit Torrealba,age:30,games:64,plate_appearances:242,at_bats:213,runs:27,hits:62,doubles:11,triples:1,home_runs:2,runs_batted_in:31,stolen_bases:1,caught_stealing:1,walks:21,strikeouts:42,batting_avg:.291,onbase:.351,slugging:.380,ops:erc">.380,ops+:lugging">.732,bases:81,double_plays:4,hit_by_pitch:1,sac_hits:3,sac_flies:4,intentional_walks:5
pos:IF,name:Omar Quintanilla,age:27,games:58,plate_appearances:69,at_bats:58,runs:7,hits:10,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:27,batting_avg:.172,onbase:.273,slugging:.207,ops:erc">.207,ops+:lugging">.480,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:UT,name:Eric Young Jr.,age:24,games:30,plate_appearances:61,at_bats:57,runs:7,hits:14,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:4,caught_stealing:4,walks:4,strikeouts:12,batting_avg:.246,onbase:.295,slugging:.316,ops:erc">.316,ops+:lugging">.611,bases:18,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Matt Murton,age:27,games:29,plate_appearances:56,at_bats:52,runs:7,hits:13,doubles:5,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:2,caught_stealing:0,walks:4,strikeouts:14,batting_avg:.250,onbase:.304,slugging:.404,ops:erc">.404,ops+:lugging">.707,bases:21,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Paul Phillips,age:32,games:17,plate_appearances:54,at_bats:45,runs:5,hits:14,doubles:2,triples:0,home_runs:1,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:3,batting_avg:.311,onbase:.396,slugging:.422,ops:erc">.422,ops+:lugging">.818,bases:19,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:1
pos:1B,name:Jason Giambi,age:38,games:19,plate_appearances:31,at_bats:24,runs:4,hits:7,doubles:1,triples:0,home_runs:2,runs_batted_in:11,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:8,batting_avg:.292,onbase:.452,slugging:.583,ops:erc">.583,ops+:lugging">1.035,bases:14,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Jeff Baker,age:28,games:12,plate_appearances:24,at_bats:23,runs:0,hits:3,doubles:0,triples:1,home_runs:0,runs_batted_in:3,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:7,batting_avg:.130,onbase:.167,slugging:.217,ops:erc">.217,ops+:lugging">.384,bases:5,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Edwin Bellorin,age:27,games:2,plate_appearances:9,at_bats:8,runs:1,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.250,onbase:.333,slugging:.250,ops:erc">.250,ops+:lugging">.583,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:UT,name:Mike McCoy,age:28,games:12,plate_appearances:6,at_bats:5,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:2,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Ubaldo Jimenez,age:25,games:31,plate_appearances:77,at_bats:59,runs:5,hits:13,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:15,batting_avg:.220,onbase:.292,slugging:.220,ops:erc">.220,ops+:lugging">.513,bases:13,double_plays:2,hit_by_pitch:0,sac_hits:12,sac_flies:0,intentional_walks:0
pos:P,name:Jason Marquis,age:30,games:36,plate_appearances:75,at_bats:64,runs:7,hits:11,doubles:3,triples:0,home_runs:0,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:14,batting_avg:.172,onbase:.197,slugging:.219,ops:erc">.219,ops+:lugging">.416,bases:14,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Jorge De La Rosa,age:28,games:32,plate_appearances:63,at_bats:57,runs:3,hits:7,doubles:2,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:30,batting_avg:.123,onbase:.138,slugging:.158,ops:erc">.158,ops+:lugging">.296,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Jason Hammel,age:26,games:32,plate_appearances:60,at_bats:55,runs:1,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:25,batting_avg:.109,onbase:.140,slugging:.127,ops:erc">.127,ops+:lugging">.268,bases:7,double_plays:2,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Aaron Cook,age:30,games:26,plate_appearances:58,at_bats:44,runs:3,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:14,batting_avg:.114,onbase:.245,slugging:.136,ops:erc">.136,ops+:lugging">.382,bases:6,double_plays:0,hit_by_pitch:1,sac_hits:5,sac_flies:1,intentional_walks:0
pos:P,name:Josh Fogg,age:32,games:23,plate_appearances:12,at_bats:9,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.111,onbase:.200,slugging:.111,ops:erc">.111,ops+:lugging">.311,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Glendon Rusch,age:34,games:11,plate_appearances:6,at_bats:6,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.333,onbase:.333,slugging:.500,ops:erc">.500,ops+:lugging">.833,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Franklin Morales,age:23,games:40,plate_appearances:5,at_bats:5,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.400,onbase:.400,slugging:.400,ops:erc">.400,ops+:lugging">.800,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Belisle,age:29,games:24,plate_appearances:4,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jose Contreras,age:37,games:7,plate_appearances:4,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jason Grilli,age:32,games:21,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Adam Eaton,age:31,games:4,plate_appearances:1,at_bats:0,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Esmil Rogers,age:23,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Juan Rincon,age:30,games:24,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Daley,age:27,games:55,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Joe Beimel,age:32,games:26,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Manny Corpas,age:26,games:33,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Herges,age:39,games:9,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ryan Speier,age:29,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Huston Street,age:25,games:60,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Alan Embree,age:39,games:34,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Joel Peralta,age:33,games:25,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Randy Flores,age:33,games:23,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rafael Betancourt,age:34,games:32,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jhoulys Chacin,age:21,games:9,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
