pos:C,name:Jason LaRue,age:28,games:113,plate_appearances:397,at_bats:353,runs:42,hits:88,doubles:17,triples:1,home_runs:12,runs_batted_in:52,stolen_bases:1,caught_stealing:2,walks:27,strikeouts:117,batting_avg:.249,onbase:.324,slugging:.405,ops:erc">.405,ops+:lugging">.729,bases:143,double_plays:13,hit_by_pitch:13,sac_hits:2,sac_flies:2,intentional_walks:6
pos:C,name:Corky Miller,age:26,games:39,plate_appearances:129,at_bats:114,runs:9,hits:29,doubles:10,triples:0,home_runs:3,runs_batted_in:15,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:20,batting_avg:.254,onbase:.328,slugging:.421,ops:erc">.421,ops+:lugging">.749,bases:48,double_plays:7,hit_by_pitch:4,sac_hits:1,sac_flies:1,intentional_walks:2
pos:RF,name:Jose Guillen,age:26,games:31,plate_appearances:118,at_bats:109,runs:12,hits:27,doubles:3,triples:0,home_runs:4,runs_batted_in:16,stolen_bases:1,caught_stealing:1,walks:7,strikeouts:18,batting_avg:.248,onbase:.299,slugging:.385,ops:erc">.385,ops+:lugging">.684,bases:42,double_plays:6,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Kelly Stinnett,age:32,games:34,plate_appearances:108,at_bats:93,runs:10,hits:21,doubles:5,triples:0,home_runs:3,runs_batted_in:13,stolen_bases:2,caught_stealing:0,walks:15,strikeouts:25,batting_avg:.226,onbase:.333,slugging:.376,ops:erc">.376,ops+:lugging">.710,bases:35,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:RF,name:Ruben Mateo,age:24,games:46,plate_appearances:94,at_bats:86,runs:11,hits:22,doubles:6,triples:0,home_runs:2,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:20,batting_avg:.256,onbase:.319,slugging:.395,ops:erc">.395,ops+:lugging">.714,bases:34,double_plays:1,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Juan Castro,age:30,games:54,plate_appearances:91,at_bats:82,runs:5,hits:18,doubles:3,triples:0,home_runs:2,runs_batted_in:11,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:18,batting_avg:.220,onbase:.278,slugging:.329,ops:erc">.329,ops+:lugging">.607,bases:27,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:IF,name:Wilton Guerrero,age:27,games:59,plate_appearances:89,at_bats:78,runs:9,hits:19,doubles:1,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:2,caught_stealing:1,walks:6,strikeouts:13,batting_avg:.244,onbase:.298,slugging:.282,ops:erc">.282,ops+:lugging">.580,bases:22,double_plays:1,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:OF,name:Brady Clark,age:29,games:51,plate_appearances:74,at_bats:66,runs:6,hits:10,doubles:3,triples:0,home_runs:0,runs_batted_in:9,stolen_bases:1,caught_stealing:2,walks:6,strikeouts:9,batting_avg:.152,onbase:.233,slugging:.197,ops:erc">.197,ops+:lugging">.430,bases:13,double_plays:2,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:2
pos:UT,name:Brandon Larson,age:26,games:23,plate_appearances:58,at_bats:51,runs:8,hits:14,doubles:2,triples:0,home_runs:4,runs_batted_in:13,stolen_bases:1,caught_stealing:0,walks:6,strikeouts:10,batting_avg:.275,onbase:.362,slugging:.549,ops:erc">.549,ops+:lugging">.911,bases:28,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:1
pos:SS,name:Travis Dawkins,age:23,games:31,plate_appearances:55,at_bats:48,runs:2,hits:6,doubles:2,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:2,caught_stealing:1,walks:6,strikeouts:21,batting_avg:.125,onbase:.222,slugging:.167,ops:erc">.167,ops+:lugging">.389,bases:8,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:OF,name:Raul Gonzalez,age:28,games:10,plate_appearances:25,at_bats:23,runs:4,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:2,caught_stealing:0,walks:2,strikeouts:5,batting_avg:.261,onbase:.320,slugging:.304,ops:erc">.304,ops+:lugging">.624,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Wily Mo Pena,age:20,games:13,plate_appearances:18,at_bats:18,runs:1,hits:4,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:11,batting_avg:.222,onbase:.222,slugging:.389,ops:erc">.389,ops+:lugging">.611,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jimmy Haynes,age:29,games:35,plate_appearances:72,at_bats:61,runs:5,hits:10,doubles:2,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:12,batting_avg:.164,onbase:.177,slugging:.197,ops:erc">.197,ops+:lugging">.374,bases:12,double_plays:1,hit_by_pitch:0,sac_hits:10,sac_flies:0,intentional_walks:0
pos:P,name:Elmer Dessens,age:31,games:30,plate_appearances:57,at_bats:45,runs:1,hits:9,doubles:0,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:11,batting_avg:.200,onbase:.250,slugging:.200,ops:erc">.200,ops+:lugging">.450,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Chris Reitsma,age:24,games:30,plate_appearances:38,at_bats:30,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:12,batting_avg:.100,onbase:.129,slugging:.100,ops:erc">.100,ops+:lugging">.229,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Ryan Dempster,age:25,games:17,plate_appearances:35,at_bats:29,runs:2,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:8,batting_avg:.207,onbase:.233,slugging:.241,ops:erc">.241,ops+:lugging">.475,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Joey Hamilton,age:31,games:38,plate_appearances:33,at_bats:28,runs:3,hits:7,doubles:3,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.250,onbase:.241,slugging:.357,ops:erc">.357,ops+:lugging">.599,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:1,intentional_walks:0
pos:P,name:Jose Rijo,age:37,games:31,plate_appearances:19,at_bats:16,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.125,onbase:.125,slugging:.125,ops:erc">.125,ops+:lugging">.250,bases:2,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Brian Moehler,age:30,games:10,plate_appearances:16,at_bats:14,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.000,onbase:.067,slugging:.000,ops:erc">.000,ops+:lugging">.067,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jared Fernandez,age:30,games:14,plate_appearances:13,at_bats:10,runs:2,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:7,batting_avg:.200,onbase:.273,slugging:.200,ops:erc">.200,ops+:lugging">.473,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Jose Acevedo,age:24,games:6,plate_appearances:10,at_bats:7,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.143,onbase:.250,slugging:.286,ops:erc">.286,ops+:lugging">.536,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Shawn Estes,age:29,games:6,plate_appearances:10,at_bats:8,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Danny Graves,age:28,games:65,plate_appearances:8,at_bats:6,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Jim Brower,age:29,games:21,plate_appearances:5,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Bruce Chen,age:25,games:39,plate_appearances:4,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Scott Sullivan,age:31,games:68,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Gabe White,age:30,games:58,plate_appearances:3,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Luis Pineda,age:27,games:26,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Luke Hudson,age:25,games:3,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jose Silva,age:28,games:10,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:John Riedling,age:26,games:33,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Williamson,age:26,games:61,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Carlos Almanzar,age:28,games:7,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
