pos:C,name:Michael Barrett,age:29,games:107,plate_appearances:418,at_bats:375,runs:54,hits:115,doubles:25,triples:3,home_runs:16,runs_batted_in:53,stolen_bases:0,caught_stealing:1,walks:33,strikeouts:41,batting_avg:.307,onbase:.368,slugging:.517,ops:erc">.517,ops+:lugging">.885,bases:194,double_plays:12,hit_by_pitch:5,sac_hits:2,sac_flies:3,intentional_walks:2
pos:1B,name:Phil Nevin,age:35,games:67,plate_appearances:197,at_bats:179,runs:26,hits:49,doubles:4,triples:0,home_runs:12,runs_batted_in:33,stolen_bases:0,caught_stealing:0,walks:17,strikeouts:52,batting_avg:.274,onbase:.335,slugging:.497,ops:erc">.497,ops+:lugging">.832,bases:89,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Angel Pagan,age:24,games:77,plate_appearances:187,at_bats:170,runs:28,hits:42,doubles:6,triples:2,home_runs:5,runs_batted_in:18,stolen_bases:4,caught_stealing:2,walks:15,strikeouts:28,batting_avg:.247,onbase:.306,slugging:.394,ops:erc">.394,ops+:lugging">.701,bases:67,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:2B,name:Ryan Theriot,age:26,games:53,plate_appearances:159,at_bats:134,runs:34,hits:44,doubles:11,triples:3,home_runs:3,runs_batted_in:16,stolen_bases:13,caught_stealing:2,walks:17,strikeouts:18,batting_avg:.328,onbase:.412,slugging:.522,ops:erc">.522,ops+:lugging">.934,bases:70,double_plays:5,hit_by_pitch:2,sac_hits:6,sac_flies:0,intentional_walks:0
pos:UT,name:Freddie Bynum,age:26,games:71,plate_appearances:148,at_bats:136,runs:20,hits:35,doubles:5,triples:5,home_runs:4,runs_batted_in:12,stolen_bases:8,caught_stealing:4,walks:9,strikeouts:44,batting_avg:.257,onbase:.308,slugging:.456,ops:erc">.456,ops+:lugging">.764,bases:62,double_plays:2,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:2B,name:Jerry Hairston,age:30,games:38,plate_appearances:92,at_bats:82,runs:8,hits:17,doubles:3,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:3,caught_stealing:0,walks:4,strikeouts:14,batting_avg:.207,onbase:.253,slugging:.244,ops:erc">.244,ops+:lugging">.497,bases:20,double_plays:1,hit_by_pitch:1,sac_hits:5,sac_flies:0,intentional_walks:2
pos:SS,name:Cesar Izturis,age:26,games:22,plate_appearances:79,at_bats:73,runs:4,hits:17,doubles:2,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:1,walks:5,strikeouts:8,batting_avg:.233,onbase:.282,slugging:.260,ops:erc">.260,ops+:lugging">.542,bases:19,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:2B,name:Tony Womack,age:36,games:19,plate_appearances:57,at_bats:50,runs:6,hits:14,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:1,caught_stealing:1,walks:4,strikeouts:4,batting_avg:.280,onbase:.333,slugging:.360,ops:erc">.360,ops+:lugging">.693,bases:18,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:CI,name:Scott Moore,age:22,games:16,plate_appearances:42,at_bats:38,runs:6,hits:10,doubles:2,triples:0,home_runs:2,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:10,batting_avg:.263,onbase:.317,slugging:.474,ops:erc">.474,ops+:lugging">.791,bases:18,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Geovany Soto,age:23,games:11,plate_appearances:26,at_bats:25,runs:1,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.200,onbase:.231,slugging:.240,ops:erc">.240,ops+:lugging">.471,bases:6,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Buck Coats,age:24,games:18,plate_appearances:18,at_bats:18,runs:2,hits:3,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.167,onbase:.167,slugging:.389,ops:erc">.389,ops+:lugging">.556,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Michael Restovich,age:27,games:10,plate_appearances:13,at_bats:12,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:5,batting_avg:.167,onbase:.231,slugging:.250,ops:erc">.250,ops+:lugging">.481,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Jose Reyes,age:23,games:4,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Carlos Zambrano,age:25,games:35,plate_appearances:80,at_bats:73,runs:9,hits:11,doubles:0,triples:0,home_runs:6,runs_batted_in:11,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:27,batting_avg:.151,onbase:.160,slugging:.397,ops:erc">.397,ops+:lugging">.557,bases:29,double_plays:2,hit_by_pitch:0,sac_hits:5,sac_flies:1,intentional_walks:0
pos:P,name:Greg Maddux,age:40,games:20,plate_appearances:48,at_bats:43,runs:2,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:17,batting_avg:.093,onbase:.133,slugging:.116,ops:erc">.116,ops+:lugging">.250,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Sean Marshall,age:23,games:22,plate_appearances:43,at_bats:40,runs:3,hits:5,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:19,batting_avg:.125,onbase:.125,slugging:.200,ops:erc">.200,ops+:lugging">.325,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Rich Hill,age:26,games:16,plate_appearances:34,at_bats:30,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:11,batting_avg:.100,onbase:.129,slugging:.133,ops:erc">.133,ops+:lugging">.262,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Carlos Marmol,age:23,games:20,plate_appearances:24,at_bats:23,runs:3,hits:6,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.261,onbase:.261,slugging:.435,ops:erc">.435,ops+:lugging">.696,bases:10,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Glendon Rusch,age:31,games:24,plate_appearances:18,at_bats:15,runs:1,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.200,onbase:.200,slugging:.267,ops:erc">.267,ops+:lugging">.467,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Angel Guzman,age:24,games:15,plate_appearances:16,at_bats:12,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.167,onbase:.167,slugging:.250,ops:erc">.250,ops+:lugging">.417,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Mark Prior,age:25,games:8,plate_appearances:14,at_bats:13,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.077,onbase:.077,slugging:.077,ops:erc">.077,ops+:lugging">.154,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Juan Mateo,age:23,games:12,plate_appearances:14,at_bats:12,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:9,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Wade Miller,age:29,games:5,plate_appearances:7,at_bats:7,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.143,onbase:.143,slugging:.143,ops:erc">.143,ops+:lugging">.286,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kerry Wood,age:29,games:4,plate_appearances:6,at_bats:6,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.500,onbase:.500,slugging:.667,ops:erc">.667,ops+:lugging">1.167,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Roberto Novoa,age:26,games:64,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.200,onbase:.200,slugging:.400,ops:erc">.400,ops+:lugging">.600,bases:2,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ryan O'Malley,age:26,games:2,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:David Aardsma,age:24,games:43,plate_appearances:3,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Les Walrond,age:29,games:10,plate_appearances:3,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Ryan Dempster,age:29,games:70,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jerome Williams,age:24,games:5,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Bob Howry,age:32,games:81,plate_appearances:1,at_bats:1,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Will Ohman,age:28,games:74,plate_appearances:1,at_bats:1,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Michael Wuertz,age:27,games:41,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Scott Eyre,age:34,games:70,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jae Kuk Ryu,age:23,games:10,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Williamson,age:30,games:30,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
