pos:C,name:Damian Miller,age:33,games:114,plate_appearances:400,at_bats:352,runs:34,hits:82,doubles:19,triples:1,home_runs:9,runs_batted_in:36,stolen_bases:1,caught_stealing:0,walks:39,strikeouts:91,batting_avg:.233,onbase:.310,slugging:.369,ops:erc">.369,ops+:lugging">.680,bases:130,double_plays:15,hit_by_pitch:1,sac_hits:7,sac_flies:1,intentional_walks:6
pos:C,name:Paul Bako,age:31,games:70,plate_appearances:213,at_bats:188,runs:19,hits:43,doubles:13,triples:3,home_runs:0,runs_batted_in:17,stolen_bases:0,caught_stealing:1,walks:22,strikeouts:47,batting_avg:.229,onbase:.311,slugging:.330,ops:erc">.330,ops+:lugging">.641,bases:62,double_plays:2,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:3
pos:OF,name:Troy O'Leary,age:33,games:93,plate_appearances:194,at_bats:174,runs:18,hits:38,doubles:9,triples:0,home_runs:5,runs_batted_in:28,stolen_bases:3,caught_stealing:0,walks:14,strikeouts:31,batting_avg:.218,onbase:.275,slugging:.356,ops:erc">.356,ops+:lugging">.631,bases:62,double_plays:8,hit_by_pitch:1,sac_hits:1,sac_flies:4,intentional_walks:1
pos:OF,name:Tom Goodwin,age:34,games:87,plate_appearances:184,at_bats:171,runs:26,hits:49,doubles:10,triples:0,home_runs:1,runs_batted_in:12,stolen_bases:19,caught_stealing:5,walks:11,strikeouts:33,batting_avg:.287,onbase:.328,slugging:.363,ops:erc">.363,ops+:lugging">.690,bases:62,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:3B,name:Mark Bellhorn,age:28,games:51,plate_appearances:173,at_bats:139,runs:15,hits:29,doubles:7,triples:1,home_runs:2,runs_batted_in:22,stolen_bases:3,caught_stealing:3,walks:29,strikeouts:46,batting_avg:.209,onbase:.341,slugging:.317,ops:erc">.317,ops+:lugging">.658,bases:44,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:4,intentional_walks:1
pos:3B,name:Lenny Harris,age:38,games:75,plate_appearances:146,at_bats:131,runs:11,hits:24,doubles:3,triples:0,home_runs:1,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:13,strikeouts:20,batting_avg:.183,onbase:.255,slugging:.229,ops:erc">.229,ops+:lugging">.484,bases:30,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:3
pos:1B,name:Randall Simon,age:28,games:33,plate_appearances:110,at_bats:103,runs:13,hits:29,doubles:3,triples:0,home_runs:6,runs_batted_in:21,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:7,batting_avg:.282,onbase:.318,slugging:.485,ops:erc">.485,ops+:lugging">.804,bases:50,double_plays:1,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:1
pos:3B,name:Jose Hernandez,age:33,games:23,plate_appearances:72,at_bats:69,runs:6,hits:13,doubles:3,triples:1,home_runs:2,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:26,batting_avg:.188,onbase:.222,slugging:.348,ops:erc">.348,ops+:lugging">.570,bases:24,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Doug Glanville,age:32,games:28,plate_appearances:55,at_bats:51,runs:2,hits:12,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:1,walks:2,strikeouts:4,batting_avg:.235,onbase:.259,slugging:.294,ops:erc">.294,ops+:lugging">.553,bases:15,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:2B,name:Tony Womack,age:33,games:21,plate_appearances:52,at_bats:51,runs:4,hits:12,doubles:2,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:2,caught_stealing:1,walks:1,strikeouts:11,batting_avg:.235,onbase:.250,slugging:.314,ops:erc">.314,ops+:lugging">.564,bases:16,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Augie Ojeda,age:28,games:12,plate_appearances:27,at_bats:25,runs:2,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:5,batting_avg:.120,onbase:.185,slugging:.120,ops:erc">.120,ops+:lugging">.305,bases:3,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:1
pos:OF,name:Trent Hubbard,age:39,games:10,plate_appearances:21,at_bats:16,runs:2,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:4,strikeouts:3,batting_avg:.250,onbase:.429,slugging:.313,ops:erc">.313,ops+:lugging">.741,bases:5,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:David Kelton,age:23,games:10,plate_appearances:12,at_bats:12,runs:1,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.167,onbase:.167,slugging:.250,ops:erc">.250,ops+:lugging">.417,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Josh Paul,age:28,games:3,plate_appearances:7,at_bats:6,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:2B,name:Bobby Hill,age:25,games:5,plate_appearances:5,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.250,onbase:.400,slugging:.250,ops:erc">.250,ops+:lugging">.650,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mark Prior,age:22,games:31,plate_appearances:81,at_bats:72,runs:6,hits:18,doubles:4,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:27,batting_avg:.250,onbase:.270,slugging:.347,ops:erc">.347,ops+:lugging">.617,bases:25,double_plays:1,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Carlos Zambrano,age:22,games:30,plate_appearances:80,at_bats:75,runs:9,hits:18,doubles:5,triples:0,home_runs:2,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:26,batting_avg:.240,onbase:.250,slugging:.387,ops:erc">.387,ops+:lugging">.637,bases:29,double_plays:2,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Matt Clement,age:28,games:30,plate_appearances:71,at_bats:62,runs:3,hits:9,doubles:2,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:26,batting_avg:.145,onbase:.159,slugging:.177,ops:erc">.177,ops+:lugging">.336,bases:11,double_plays:0,hit_by_pitch:1,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Kerry Wood,age:26,games:30,plate_appearances:70,at_bats:61,runs:4,hits:10,doubles:1,triples:0,home_runs:2,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:26,batting_avg:.164,onbase:.177,slugging:.279,ops:erc">.279,ops+:lugging">.456,bases:17,double_plays:1,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Shawn Estes,age:30,games:28,plate_appearances:51,at_bats:39,runs:4,hits:7,doubles:1,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:17,batting_avg:.179,onbase:.214,slugging:.282,ops:erc">.282,ops+:lugging">.496,bases:11,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:1,intentional_walks:0
pos:P,name:Juan Cruz,age:24,games:24,plate_appearances:13,at_bats:12,runs:1,hits:3,doubles:0,triples:1,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.250,onbase:.250,slugging:.417,ops:erc">.417,ops+:lugging">.667,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Todd Wellemeyer,age:24,games:14,plate_appearances:3,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:.000,onbase:.500,slugging:.000,ops:erc">.000,ops+:lugging">.500,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Sergio Mitre,age:22,games:3,plate_appearances:2,at_bats:2,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mark Guthrie,age:37,games:61,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kyle Farnsworth,age:27,games:73,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Alan Benes,age:31,games:3,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Antonio Alfonseca,age:31,games:54,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Mike Remlinger,age:37,games:69,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Joe Borowski,age:32,games:64,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Felix Sanchez,age:21,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dave Veres,age:36,games:31,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Phil Norton,age:27,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
