pos:C,name:Eliezer Alfonzo,age:27,games:87,plate_appearances:309,at_bats:286,runs:27,hits:76,doubles:17,triples:2,home_runs:12,runs_batted_in:39,stolen_bases:1,caught_stealing:0,walks:9,strikeouts:74,batting_avg:.266,onbase:.302,slugging:.465,ops:erc">.465,ops+:lugging">.767,bases:133,double_plays:10,hit_by_pitch:7,sac_hits:4,sac_flies:3,intentional_walks:7
pos:C,name:Mike Matheny,age:35,games:47,plate_appearances:177,at_bats:160,runs:10,hits:37,doubles:8,triples:0,home_runs:3,runs_batted_in:18,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:30,batting_avg:.231,onbase:.276,slugging:.338,ops:erc">.338,ops+:lugging">.613,bases:54,double_plays:7,hit_by_pitch:2,sac_hits:3,sac_flies:3,intentional_walks:2
pos:C,name:Todd Greene,age:35,games:61,plate_appearances:170,at_bats:159,runs:16,hits:46,doubles:12,triples:2,home_runs:2,runs_batted_in:17,stolen_bases:0,caught_stealing:0,walks:10,strikeouts:45,batting_avg:.289,onbase:.335,slugging:.428,ops:erc">.428,ops+:lugging">.763,bases:68,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:3
pos:IF,name:Jose Vizcaino,age:38,games:64,plate_appearances:136,at_bats:119,runs:16,hits:25,doubles:3,triples:0,home_runs:1,runs_batted_in:5,stolen_bases:0,caught_stealing:2,walks:16,strikeouts:10,batting_avg:.210,onbase:.304,slugging:.261,ops:erc">.261,ops+:lugging">.564,bases:31,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:3
pos:2B,name:Kevin Frandsen,age:24,games:41,plate_appearances:102,at_bats:93,runs:12,hits:20,doubles:4,triples:0,home_runs:2,runs_batted_in:7,stolen_bases:0,caught_stealing:1,walks:3,strikeouts:14,batting_avg:.215,onbase:.284,slugging:.323,ops:erc">.323,ops+:lugging">.607,bases:30,double_plays:3,hit_by_pitch:6,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Jason Ellison,age:28,games:84,plate_appearances:91,at_bats:81,runs:14,hits:18,doubles:5,triples:1,home_runs:2,runs_batted_in:4,stolen_bases:2,caught_stealing:2,walks:5,strikeouts:14,batting_avg:.222,onbase:.273,slugging:.383,ops:erc">.383,ops+:lugging">.655,bases:31,double_plays:3,hit_by_pitch:1,sac_hits:3,sac_flies:1,intentional_walks:0
pos:OF,name:Todd Linden,age:26,games:61,plate_appearances:89,at_bats:77,runs:15,hits:21,doubles:4,triples:2,home_runs:2,runs_batted_in:5,stolen_bases:1,caught_stealing:0,walks:9,strikeouts:20,batting_avg:.273,onbase:.356,slugging:.455,ops:erc">.455,ops+:lugging">.811,bases:35,double_plays:2,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:1B,name:Travis Ishikawa,age:22,games:12,plate_appearances:25,at_bats:24,runs:1,hits:7,doubles:3,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.292,onbase:.320,slugging:.500,ops:erc">.500,ops+:lugging">.820,bases:12,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Tomas de la Rosa,age:28,games:16,plate_appearances:17,at_bats:16,runs:1,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.313,onbase:.353,slugging:.313,ops:erc">.313,ops+:lugging">.665,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:DH,name:Daniel Ortmeier,age:25,games:9,plate_appearances:12,at_bats:12,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.250,onbase:.250,slugging:.333,ops:erc">.333,ops+:lugging">.583,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Fred Lewis,age:25,games:13,plate_appearances:11,at_bats:11,runs:5,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.455,onbase:.455,slugging:.545,ops:erc">.545,ops+:lugging">1.000,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Chad Santos,age:25,games:3,plate_appearances:8,at_bats:7,runs:2,hits:3,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.429,onbase:.500,slugging:.857,ops:erc">.857,ops+:lugging">1.357,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Justin Knoedler,age:25,games:5,plate_appearances:7,at_bats:7,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.143,onbase:.143,slugging:.143,ops:erc">.143,ops+:lugging">.286,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Morris,age:31,games:33,plate_appearances:75,at_bats:60,runs:2,hits:12,doubles:4,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:21,batting_avg:.200,onbase:.213,slugging:.267,ops:erc">.267,ops+:lugging">.480,bases:16,double_plays:0,hit_by_pitch:0,sac_hits:14,sac_flies:0,intentional_walks:0
pos:P,name:Jason Schmidt,age:33,games:30,plate_appearances:72,at_bats:66,runs:4,hits:9,doubles:3,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:26,batting_avg:.136,onbase:.136,slugging:.227,ops:erc">.227,ops+:lugging">.364,bases:15,double_plays:1,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Matt Cain,age:21,games:31,plate_appearances:66,at_bats:57,runs:1,hits:8,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:28,batting_avg:.140,onbase:.155,slugging:.175,ops:erc">.175,ops+:lugging">.331,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Noah Lowry,age:25,games:27,plate_appearances:57,at_bats:46,runs:2,hits:7,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:10,batting_avg:.152,onbase:.204,slugging:.217,ops:erc">.217,ops+:lugging">.421,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Jamey Wright,age:31,games:34,plate_appearances:52,at_bats:47,runs:4,hits:12,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:11,batting_avg:.255,onbase:.255,slugging:.298,ops:erc">.298,ops+:lugging">.553,bases:14,double_plays:1,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Brad Hennessey,age:26,games:35,plate_appearances:30,at_bats:27,runs:1,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:9,batting_avg:.222,onbase:.222,slugging:.259,ops:erc">.259,ops+:lugging">.481,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Correia,age:25,games:47,plate_appearances:12,at_bats:12,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.083,onbase:.083,slugging:.083,ops:erc">.083,ops+:lugging">.167,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jonathan Sanchez,age:23,games:26,plate_appearances:8,at_bats:7,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.000,onbase:.125,slugging:.000,ops:erc">.000,ops+:lugging">.125,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jeremy Accardo,age:24,games:36,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jeff Fassero,age:43,games:10,plate_appearances:5,at_bats:4,runs:2,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Brian Wilson,age:24,games:31,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tim Worrell,age:38,games:22,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tyler Walker,age:30,games:6,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Munter,age:26,games:27,plate_appearances:1,at_bats:1,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:2.000,ops:erc">2.000,ops+:lugging">3.000,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Stanton,age:39,games:26,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Vinnie Chulk,age:27,games:28,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Pat Misch,age:24,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Armando Benitez,age:33,games:40,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jack Taschner,age:28,games:24,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Billy Sadler,age:24,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Kline,age:33,games:72,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
