pos:C,name:Buster Posey,age:31,games:105,plate_appearances:448,at_bats:398,runs:47,hits:113,doubles:22,triples:1,home_runs:5,runs_batted_in:41,stolen_bases:3,caught_stealing:2,walks:45,strikeouts:53,batting_avg:.284,onbase:.359,slugging:.382,ops:erc">.382,ops+:lugging">.741,bases:152,double_plays:12,hit_by_pitch:3,sac_hits:0,sac_flies:2,intentional_walks:3
pos:UT,name:Austin Slater,age:25,games:74,plate_appearances:225,at_bats:199,runs:21,hits:50,doubles:6,triples:1,home_runs:1,runs_batted_in:23,stolen_bases:7,caught_stealing:0,walks:20,strikeouts:69,batting_avg:.251,onbase:.333,slugging:.307,ops:erc">.307,ops+:lugging">.640,bases:61,double_plays:5,hit_by_pitch:5,sac_hits:0,sac_flies:1,intentional_walks:2
pos:OF,name:Gregor Blanco,age:34,games:68,plate_appearances:203,at_bats:189,runs:19,hits:41,doubles:7,triples:3,home_runs:2,runs_batted_in:12,stolen_bases:6,caught_stealing:2,walks:12,strikeouts:58,batting_avg:.217,onbase:.262,slugging:.317,ops:erc">.317,ops+:lugging">.580,bases:60,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:CF,name:Austin Jackson,age:31,games:59,plate_appearances:165,at_bats:149,runs:12,hits:36,doubles:8,triples:0,home_runs:0,runs_batted_in:13,stolen_bases:2,caught_stealing:1,walks:14,strikeouts:59,batting_avg:.242,onbase:.309,slugging:.295,ops:erc">.295,ops+:lugging">.604,bases:44,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:2
pos:2B,name:Kelby Tomlinson,age:28,games:63,plate_appearances:152,at_bats:140,runs:9,hits:29,doubles:4,triples:2,home_runs:0,runs_batted_in:10,stolen_bases:0,caught_stealing:2,walks:9,strikeouts:35,batting_avg:.207,onbase:.265,slugging:.264,ops:erc">.264,ops+:lugging">.529,bases:37,double_plays:3,hit_by_pitch:2,sac_hits:1,sac_flies:0,intentional_walks:0
pos:CF,name:Steven Duggar,age:24,games:41,plate_appearances:152,at_bats:141,runs:20,hits:36,doubles:11,triples:1,home_runs:2,runs_batted_in:17,stolen_bases:5,caught_stealing:1,walks:10,strikeouts:44,batting_avg:.255,onbase:.303,slugging:.390,ops:erc">.390,ops+:lugging">.693,bases:55,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:LF,name:Mac Williamson,age:27,games:28,plate_appearances:105,at_bats:94,runs:14,hits:20,doubles:4,triples:0,home_runs:4,runs_batted_in:11,stolen_bases:1,caught_stealing:1,walks:11,strikeouts:27,batting_avg:.213,onbase:.295,slugging:.383,ops:erc">.383,ops+:lugging">.678,bases:36,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Chase d'Arnaud,age:31,games:42,plate_appearances:100,at_bats:93,runs:9,hits:20,doubles:5,triples:0,home_runs:3,runs_batted_in:9,stolen_bases:2,caught_stealing:1,walks:4,strikeouts:37,batting_avg:.215,onbase:.253,slugging:.366,ops:erc">.366,ops+:lugging">.618,bases:34,double_plays:0,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:0
pos:UT,name:Aramis Garcia,age:25,games:19,plate_appearances:65,at_bats:63,runs:8,hits:18,doubles:1,triples:0,home_runs:4,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:31,batting_avg:.286,onbase:.308,slugging:.492,ops:erc">.492,ops+:lugging">.800,bases:31,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Chris Shaw,age:24,games:22,plate_appearances:62,at_bats:54,runs:2,hits:10,doubles:2,triples:0,home_runs:1,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:7,strikeouts:23,batting_avg:.185,onbase:.274,slugging:.278,ops:erc">.278,ops+:lugging">.552,bases:15,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:2B,name:Miguel Gomez,age:25,games:9,plate_appearances:15,at_bats:15,runs:3,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.267,onbase:.267,slugging:.267,ops:erc">.267,ops+:lugging">.533,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Abiatal Avelino,age:23,games:6,plate_appearances:11,at_bats:11,runs:1,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.273,onbase:.273,slugging:.273,ops:erc">.273,ops+:lugging">.545,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CI,name:Ryder Jones,age:24,games:5,plate_appearances:8,at_bats:8,runs:2,hits:3,doubles:0,triples:0,home_runs:2,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.375,onbase:.375,slugging:1.125,ops:erc">1.125,ops+:lugging">1.500,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Derek Holland,age:31,games:34,plate_appearances:56,at_bats:53,runs:2,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:33,batting_avg:.057,onbase:.074,slugging:.075,ops:erc">.075,ops+:lugging">.150,bases:4,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Andrew Suarez,age:25,games:27,plate_appearances:51,at_bats:47,runs:1,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:27,batting_avg:.064,onbase:.102,slugging:.064,ops:erc">.064,ops+:lugging">.166,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Chris Stratton,age:27,games:28,plate_appearances:50,at_bats:43,runs:0,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:26,batting_avg:.140,onbase:.136,slugging:.163,ops:erc">.163,ops+:lugging">.299,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:1,intentional_walks:0
pos:P,name:Madison Bumgarner,age:28,games:21,plate_appearances:46,at_bats:44,runs:2,hits:7,doubles:2,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:20,batting_avg:.159,onbase:.174,slugging:.205,ops:erc">.205,ops+:lugging">.378,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:P,name:Dereck Rodriguez,age:26,games:20,plate_appearances:39,at_bats:32,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:16,batting_avg:.094,onbase:.094,slugging:.125,ops:erc">.125,ops+:lugging">.219,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Ty Blach,age:27,games:49,plate_appearances:34,at_bats:29,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:15,batting_avg:.034,onbase:.097,slugging:.034,ops:erc">.034,ops+:lugging">.131,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Johnny Cueto,age:32,games:7,plate_appearances:13,at_bats:12,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jeff Samardzija,age:33,games:8,plate_appearances:11,at_bats:10,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.100,onbase:.100,slugging:.100,ops:erc">.100,ops+:lugging">.200,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Casey Kelly,age:28,games:7,plate_appearances:6,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Roberto Gomez,age:28,games:5,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tyler Beede,age:25,games:2,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Pierce Johnson,age:27,games:35,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:D.J. Snelten,age:26,games:4,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Reyes Moronta,age:25,games:63,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Derek Law,age:27,games:7,plate_appearances:1,at_bats:1,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mark Melancon,age:33,games:39,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tony Watson,age:33,games:67,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Cory Gearrin,age:32,games:32,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Sam Dyson,age:30,games:69,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Hunter Strickland,age:29,games:48,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Josh Osich,age:29,games:10,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Will Smith,age:28,games:51,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jose Valdez,age:28,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ray Black,age:28,games:23,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steven Okert,age:26,games:10,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
