pos:C,name:Brian Johnson,age:30,games:99,plate_appearances:346,at_bats:308,runs:34,hits:73,doubles:8,triples:1,home_runs:13,runs_batted_in:34,stolen_bases:0,caught_stealing:2,walks:28,strikeouts:67,batting_avg:.237,onbase:.310,slugging:.396,ops:erc">.396,ops+:lugging">.706,bases:122,double_plays:11,hit_by_pitch:5,sac_hits:4,sac_flies:1,intentional_walks:4
pos:UT,name:Shawon Dunston,age:35,games:36,plate_appearances:55,at_bats:51,runs:10,hits:9,doubles:2,triples:0,home_runs:3,runs_batted_in:8,stolen_bases:0,caught_stealing:2,walks:0,strikeouts:10,batting_avg:.176,onbase:.222,slugging:.392,ops:erc">.392,ops+:lugging">.614,bases:20,double_plays:1,hit_by_pitch:3,sac_hits:1,sac_flies:0,intentional_walks:0
pos:2B,name:Ramon Martinez,age:25,games:19,plate_appearances:24,at_bats:19,runs:4,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:2,batting_avg:.316,onbase:.435,slugging:.368,ops:erc">.368,ops+:lugging">.803,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Doug Mirabelli,age:27,games:10,plate_appearances:19,at_bats:17,runs:2,hits:4,doubles:2,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:6,batting_avg:.235,onbase:.316,slugging:.529,ops:erc">.529,ops+:lugging">.845,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Wilson Delgado,age:25,games:10,plate_appearances:13,at_bats:12,runs:1,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.167,onbase:.231,slugging:.250,ops:erc">.250,ops+:lugging">.481,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Armando Rios,age:26,games:12,plate_appearances:10,at_bats:7,runs:3,hits:4,doubles:0,triples:0,home_runs:2,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:2,batting_avg:.571,onbase:.700,slugging:1.429,ops:erc">1.429,ops+:lugging">2.129,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CF,name:Dante Powell,age:24,games:8,plate_appearances:7,at_bats:4,runs:2,hits:2,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:0,batting_avg:.500,onbase:.714,slugging:1.250,ops:erc">1.250,ops+:lugging">1.964,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Jeff Ball,age:29,games:2,plate_appearances:4,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Jacob Cruz,age:25,games:3,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mark Gardner,age:36,games:32,plate_appearances:83,at_bats:73,runs:4,hits:12,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:26,batting_avg:.164,onbase:.228,slugging:.178,ops:erc">.178,ops+:lugging">.406,bases:13,double_plays:3,hit_by_pitch:1,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Orel Hershiser,age:39,games:34,plate_appearances:78,at_bats:66,runs:7,hits:10,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:1,caught_stealing:0,walks:3,strikeouts:16,batting_avg:.152,onbase:.200,slugging:.182,ops:erc">.182,ops+:lugging">.382,bases:12,double_plays:0,hit_by_pitch:1,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Kirk Rueter,age:27,games:32,plate_appearances:76,at_bats:67,runs:7,hits:14,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:1,walks:0,strikeouts:12,batting_avg:.209,onbase:.209,slugging:.224,ops:erc">.224,ops+:lugging">.433,bases:15,double_plays:1,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Danny Darwin,age:42,games:32,plate_appearances:51,at_bats:45,runs:2,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:30,batting_avg:.089,onbase:.128,slugging:.111,ops:erc">.111,ops+:lugging">.239,bases:5,double_plays:0,hit_by_pitch:1,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Shawn Estes,age:25,games:26,plate_appearances:51,at_bats:42,runs:4,hits:8,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:17,batting_avg:.190,onbase:.209,slugging:.214,ops:erc">.214,ops+:lugging">.424,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Russ Ortiz,age:24,games:22,plate_appearances:32,at_bats:25,runs:3,hits:7,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:9,batting_avg:.280,onbase:.333,slugging:.400,ops:erc">.400,ops+:lugging">.733,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Julian Tavarez,age:25,games:58,plate_appearances:10,at_bats:9,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.111,onbase:.111,slugging:.111,ops:erc">.111,ops+:lugging">.222,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Rich Rodriguez,age:35,games:64,plate_appearances:7,at_bats:6,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.167,onbase:.167,slugging:.167,ops:erc">.167,ops+:lugging">.333,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jim Poole,age:32,games:25,plate_appearances:6,at_bats:4,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.250,onbase:.250,slugging:.500,ops:erc">.500,ops+:lugging">.750,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Chris Brock,age:28,games:13,plate_appearances:4,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Johnstone,age:29,games:68,plate_appearances:3,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Robb Nen,age:28,games:75,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Reed,age:33,games:48,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jose Mesa,age:32,games:32,plate_appearances:1,at_bats:0,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Alvin Morman,age:29,games:9,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dean Hartgraves,age:31,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Cory Bailey,age:27,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
