pos:C,name:Javy Lopez,age:27,games:133,plate_appearances:534,at_bats:489,runs:73,hits:139,doubles:21,triples:1,home_runs:34,runs_batted_in:106,stolen_bases:5,caught_stealing:3,walks:30,strikeouts:85,batting_avg:.284,onbase:.328,slugging:.540,ops:erc">.540,ops+:lugging">.868,bases:264,double_plays:22,hit_by_pitch:6,sac_hits:1,sac_flies:8,intentional_walks:1
pos:C,name:Eddie Perez,age:30,games:61,plate_appearances:167,at_bats:149,runs:18,hits:50,doubles:12,triples:0,home_runs:6,runs_batted_in:32,stolen_bases:1,caught_stealing:1,walks:15,strikeouts:28,batting_avg:.336,onbase:.404,slugging:.537,ops:erc">.537,ops+:lugging">.941,bases:80,double_plays:3,hit_by_pitch:2,sac_hits:1,sac_flies:0,intentional_walks:0
pos:LF,name:Danny Bautista,age:26,games:82,plate_appearances:156,at_bats:144,runs:17,hits:36,doubles:11,triples:0,home_runs:3,runs_batted_in:17,stolen_bases:1,caught_stealing:0,walks:7,strikeouts:21,batting_avg:.250,onbase:.281,slugging:.389,ops:erc">.389,ops+:lugging">.670,bases:56,double_plays:4,hit_by_pitch:0,sac_hits:3,sac_flies:2,intentional_walks:0
pos:OF,name:Curtis Pride,age:29,games:70,plate_appearances:121,at_bats:107,runs:19,hits:27,doubles:6,triples:1,home_runs:3,runs_batted_in:9,stolen_bases:4,caught_stealing:0,walks:9,strikeouts:29,batting_avg:.252,onbase:.325,slugging:.411,ops:erc">.411,ops+:lugging">.736,bases:44,double_plays:2,hit_by_pitch:3,sac_hits:1,sac_flies:1,intentional_walks:0
pos:UT,name:Greg Colbrunn,age:28,games:28,plate_appearances:49,at_bats:44,runs:6,hits:13,doubles:3,triples:0,home_runs:1,runs_batted_in:10,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:11,batting_avg:.295,onbase:.367,slugging:.432,ops:erc">.432,ops+:lugging">.799,bases:19,double_plays:0,hit_by_pitch:3,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Marty Malloy,age:26,games:11,plate_appearances:30,at_bats:28,runs:3,hits:5,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:2,batting_avg:.179,onbase:.233,slugging:.321,ops:erc">.321,ops+:lugging">.555,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Rafael Belliard,age:36,games:7,plate_appearances:20,at_bats:20,runs:1,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:5,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Ray Holbert,age:27,games:8,plate_appearances:18,at_bats:15,runs:2,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:4,batting_avg:.133,onbase:.222,slugging:.133,ops:erc">.133,ops+:lugging">.356,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:1B,name:Randall Simon,age:23,games:7,plate_appearances:17,at_bats:16,runs:2,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.188,onbase:.176,slugging:.188,ops:erc">.188,ops+:lugging">.364,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:3B,name:Wes Helms,age:22,games:7,plate_appearances:13,at_bats:13,runs:2,hits:4,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.308,onbase:.308,slugging:.615,ops:erc">.615,ops+:lugging">.923,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Damon Hollins,age:24,games:3,plate_appearances:6,at_bats:6,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.167,onbase:.167,slugging:.167,ops:erc">.167,ops+:lugging">.333,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:George Lombard,age:22,games:6,plate_appearances:6,at_bats:6,runs:2,hits:2,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.833,ops:erc">.833,ops+:lugging">1.167,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Mark DeRosa,age:23,games:5,plate_appearances:3,at_bats:3,runs:2,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tom Glavine,age:32,games:32,plate_appearances:86,at_bats:71,runs:3,hits:17,doubles:3,triples:0,home_runs:0,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:15,batting_avg:.239,onbase:.250,slugging:.282,ops:erc">.282,ops+:lugging">.532,bases:20,double_plays:0,hit_by_pitch:0,sac_hits:14,sac_flies:0,intentional_walks:0
pos:P,name:Greg Maddux,age:32,games:31,plate_appearances:85,at_bats:75,runs:4,hits:18,doubles:3,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:18,batting_avg:.240,onbase:.278,slugging:.280,ops:erc">.280,ops+:lugging">.558,bases:21,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Denny Neagle,age:29,games:30,plate_appearances:76,at_bats:63,runs:2,hits:11,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:12,batting_avg:.175,onbase:.224,slugging:.190,ops:erc">.190,ops+:lugging">.414,bases:12,double_plays:1,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:John Smoltz,age:31,games:25,plate_appearances:68,at_bats:51,runs:4,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:16,batting_avg:.196,onbase:.317,slugging:.216,ops:erc">.216,ops+:lugging">.532,bases:11,double_plays:1,hit_by_pitch:1,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Millwood,age:23,games:30,plate_appearances:63,at_bats:50,runs:1,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:22,batting_avg:.080,onbase:.179,slugging:.100,ops:erc">.100,ops+:lugging">.279,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Dennis Martinez,age:44,games:51,plate_appearances:13,at_bats:11,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:7,batting_avg:.091,onbase:.167,slugging:.182,ops:erc">.182,ops+:lugging">.348,bases:2,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Bruce Chen,age:21,games:4,plate_appearances:9,at_bats:7,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.143,onbase:.143,slugging:.143,ops:erc">.143,ops+:lugging">.286,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Brian Edmondson,age:25,games:10,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Norm Charlton,age:35,games:13,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Alan Embree,age:28,games:19,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rudy Seanez,age:29,games:34,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Paul Byrd,age:27,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Cather,age:27,games:36,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mark Wohlers,age:28,games:26,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Rocker,age:23,games:45,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Adam Butler,age:24,games:8,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kerry Ligtenberg,age:27,games:71,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Russ Springer,age:29,games:20,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Odalis Perez,age:20,games:10,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
