pos:C,name:Mike Matheny,age:31,games:110,plate_appearances:363,at_bats:315,runs:31,hits:77,doubles:12,triples:1,home_runs:3,runs_batted_in:35,stolen_bases:1,caught_stealing:3,walks:32,strikeouts:49,batting_avg:.244,onbase:.313,slugging:.317,ops:erc">.317,ops+:lugging">.630,bases:100,double_plays:3,hit_by_pitch:2,sac_hits:8,sac_flies:6,intentional_walks:6
pos:C,name:Mike Difelice,age:33,games:70,plate_appearances:197,at_bats:174,runs:17,hits:40,doubles:11,triples:0,home_runs:4,runs_batted_in:19,stolen_bases:0,caught_stealing:0,walks:17,strikeouts:42,batting_avg:.230,onbase:.297,slugging:.362,ops:erc">.362,ops+:lugging">.660,bases:63,double_plays:4,hit_by_pitch:1,sac_hits:2,sac_flies:3,intentional_walks:3
pos:LF,name:Kerry Robinson,age:28,games:124,plate_appearances:195,at_bats:181,runs:27,hits:47,doubles:7,triples:4,home_runs:1,runs_batted_in:15,stolen_bases:7,caught_stealing:4,walks:11,strikeouts:29,batting_avg:.260,onbase:.301,slugging:.359,ops:erc">.359,ops+:lugging">.660,bases:65,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:3
pos:RF,name:Eduardo Perez,age:32,games:96,plate_appearances:177,at_bats:154,runs:22,hits:31,doubles:9,triples:0,home_runs:10,runs_batted_in:26,stolen_bases:0,caught_stealing:0,walks:17,strikeouts:36,batting_avg:.201,onbase:.290,slugging:.455,ops:erc">.455,ops+:lugging">.744,bases:70,double_plays:7,hit_by_pitch:3,sac_hits:1,sac_flies:2,intentional_walks:0
pos:SS,name:Wilson Delgado,age:29,games:12,plate_appearances:21,at_bats:20,runs:2,hits:4,doubles:2,triples:0,home_runs:2,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.200,onbase:.200,slugging:.600,ops:erc">.600,ops+:lugging">.800,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:OF,name:So Taguchi,age:32,games:19,plate_appearances:19,at_bats:15,runs:4,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:1,batting_avg:.400,onbase:.471,slugging:.400,ops:erc">.400,ops+:lugging">.871,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:1B,name:Ivan Cruz,age:34,games:17,plate_appearances:15,at_bats:14,runs:2,hits:5,doubles:0,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.357,onbase:.400,slugging:.571,ops:erc">.571,ops+:lugging">.971,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:3B,name:Mike Coolbaugh,age:30,games:5,plate_appearances:14,at_bats:12,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.083,onbase:.154,slugging:.083,ops:erc">.083,ops+:lugging">.237,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Matt Morris,age:27,games:31,plate_appearances:79,at_bats:71,runs:4,hits:12,doubles:3,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:23,batting_avg:.169,onbase:.203,slugging:.211,ops:erc">.211,ops+:lugging">.414,bases:15,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Jason Simontacchi,age:28,games:24,plate_appearances:56,at_bats:50,runs:5,hits:12,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:15,batting_avg:.240,onbase:.269,slugging:.240,ops:erc">.240,ops+:lugging">.509,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Andy Benes,age:34,games:19,plate_appearances:37,at_bats:34,runs:3,hits:7,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:9,batting_avg:.206,onbase:.229,slugging:.324,ops:erc">.324,ops+:lugging">.552,bases:11,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Woody Williams,age:35,games:17,plate_appearances:36,at_bats:29,runs:3,hits:6,doubles:3,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:9,batting_avg:.207,onbase:.226,slugging:.414,ops:erc">.414,ops+:lugging">.640,bases:12,double_plays:0,hit_by_pitch:1,sac_hits:5,sac_flies:1,intentional_walks:0
pos:P,name:Chuck Finley,age:39,games:14,plate_appearances:33,at_bats:28,runs:2,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:12,batting_avg:.107,onbase:.107,slugging:.143,ops:erc">.143,ops+:lugging">.250,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Darryl Kile,age:33,games:12,plate_appearances:26,at_bats:22,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:9,batting_avg:.091,onbase:.130,slugging:.091,ops:erc">.091,ops+:lugging">.221,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Travis Smith,age:29,games:12,plate_appearances:20,at_bats:18,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.167,onbase:.167,slugging:.167,ops:erc">.167,ops+:lugging">.333,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Bud Smith,age:22,games:10,plate_appearances:18,at_bats:14,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.214,onbase:.267,slugging:.286,ops:erc">.286,ops+:lugging">.552,bases:4,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Luther Hackman,age:27,games:41,plate_appearances:17,at_bats:16,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.063,onbase:.118,slugging:.063,ops:erc">.063,ops+:lugging">.180,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Garrett Stephenson,age:30,games:12,plate_appearances:15,at_bats:12,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:8,batting_avg:.000,onbase:.077,slugging:.000,ops:erc">.000,ops+:lugging">.077,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Josh Pearce,age:24,games:3,plate_appearances:6,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Mike Matthews,age:28,games:41,plate_appearances:6,at_bats:6,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.167,onbase:.167,slugging:.167,ops:erc">.167,ops+:lugging">.333,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jamey Wright,age:27,games:4,plate_appearances:6,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Mike Timlin,age:36,games:39,plate_appearances:6,at_bats:6,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dave Veres,age:35,games:68,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Crudale,age:25,games:49,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Gene Stechschulte,age:28,games:28,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rick White,age:33,games:20,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Nerio Rodriguez,age:31,games:2,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Kline,age:29,games:64,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jose Rodriguez,age:27,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Duff,age:27,games:7,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jason Isringhausen,age:29,games:60,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jeff Fassero,age:39,games:16,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Gabe Molina,age:27,games:12,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Joseph,age:25,games:11,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
