pos:C,name:Ronny Paulino,age:25,games:129,plate_appearances:481,at_bats:442,runs:37,hits:137,doubles:19,triples:0,home_runs:6,runs_batted_in:55,stolen_bases:0,caught_stealing:0,walks:34,strikeouts:79,batting_avg:.310,onbase:.360,slugging:.394,ops:erc">.394,ops+:lugging">.754,bases:174,double_plays:17,hit_by_pitch:2,sac_hits:1,sac_flies:2,intentional_walks:5
pos:3B,name:Joe Randa,age:36,games:89,plate_appearances:227,at_bats:206,runs:23,hits:55,doubles:13,triples:0,home_runs:4,runs_batted_in:28,stolen_bases:0,caught_stealing:0,walks:16,strikeouts:26,batting_avg:.267,onbase:.316,slugging:.388,ops:erc">.388,ops+:lugging">.704,bases:80,double_plays:12,hit_by_pitch:0,sac_hits:2,sac_flies:3,intentional_walks:2
pos:UT,name:Xavier Nady,age:27,games:55,plate_appearances:220,at_bats:203,runs:20,hits:61,doubles:13,triples:0,home_runs:3,runs_batted_in:23,stolen_bases:1,caught_stealing:2,walks:11,strikeouts:34,batting_avg:.300,onbase:.352,slugging:.409,ops:erc">.409,ops+:lugging">.760,bases:83,double_plays:5,hit_by_pitch:5,sac_hits:1,sac_flies:0,intentional_walks:3
pos:1B,name:Ryan Doumit,age:25,games:61,plate_appearances:178,at_bats:149,runs:15,hits:31,doubles:9,triples:0,home_runs:6,runs_batted_in:17,stolen_bases:0,caught_stealing:0,walks:15,strikeouts:42,batting_avg:.208,onbase:.322,slugging:.389,ops:erc">.389,ops+:lugging">.711,bases:58,double_plays:3,hit_by_pitch:11,sac_hits:1,sac_flies:2,intentional_walks:1
pos:UT,name:Jose Hernandez,age:36,games:67,plate_appearances:132,at_bats:120,runs:8,hits:32,doubles:2,triples:1,home_runs:2,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:11,strikeouts:29,batting_avg:.267,onbase:.328,slugging:.350,ops:erc">.350,ops+:lugging">.678,bases:42,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Humberto Cota,age:27,games:38,plate_appearances:110,at_bats:100,runs:5,hits:19,doubles:1,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:26,batting_avg:.190,onbase:.248,slugging:.200,ops:erc">.200,ops+:lugging">.448,bases:20,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:C,name:Carlos Maldonado,age:27,games:8,plate_appearances:20,at_bats:19,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.105,onbase:.150,slugging:.105,ops:erc">.105,ops+:lugging">.255,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:3B,name:Mike Edwards,age:29,games:14,plate_appearances:18,at_bats:16,runs:1,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:5,batting_avg:.188,onbase:.235,slugging:.188,ops:erc">.188,ops+:lugging">.423,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:RF,name:Rajai Davis,age:25,games:20,plate_appearances:17,at_bats:14,runs:1,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:3,walks:2,strikeouts:3,batting_avg:.143,onbase:.250,slugging:.214,ops:erc">.214,ops+:lugging">.464,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:DH,name:Yurendell de Caster,age:26,games:3,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Zach Duke,age:23,games:33,plate_appearances:78,at_bats:68,runs:2,hits:13,doubles:3,triples:0,home_runs:0,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:32,batting_avg:.191,onbase:.203,slugging:.235,ops:erc">.235,ops+:lugging">.438,bases:16,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Ian Snell,age:24,games:35,plate_appearances:65,at_bats:54,runs:2,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:28,batting_avg:.056,onbase:.089,slugging:.074,ops:erc">.074,ops+:lugging">.163,bases:4,double_plays:1,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Paul Maholm,age:24,games:28,plate_appearances:59,at_bats:55,runs:3,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:31,batting_avg:.109,onbase:.155,slugging:.109,ops:erc">.109,ops+:lugging">.264,bases:6,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Victor Santos,age:29,games:25,plate_appearances:44,at_bats:38,runs:4,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:13,batting_avg:.158,onbase:.158,slugging:.184,ops:erc">.184,ops+:lugging">.342,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Oliver Perez,age:24,games:16,plate_appearances:26,at_bats:25,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:8,batting_avg:.120,onbase:.120,slugging:.120,ops:erc">.120,ops+:lugging">.240,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Tom Gorzelanny,age:23,games:11,plate_appearances:21,at_bats:19,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:11,batting_avg:.000,onbase:.050,slugging:.000,ops:erc">.000,ops+:lugging">.050,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Shawn Chacon,age:28,games:9,plate_appearances:15,at_bats:13,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.077,onbase:.077,slugging:.154,ops:erc">.154,ops+:lugging">.231,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Kip Wells,age:29,games:6,plate_appearances:12,at_bats:11,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:8,batting_avg:.091,onbase:.091,slugging:.091,ops:erc">.091,ops+:lugging">.182,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Shane Youman,age:26,games:5,plate_appearances:7,at_bats:7,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.429,onbase:.429,slugging:.429,ops:erc">.429,ops+:lugging">.857,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Salomon Torres,age:34,games:91,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ryan Vogelsong,age:28,games:18,plate_appearances:5,at_bats:3,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:2,batting_avg:.333,onbase:.600,slugging:.333,ops:erc">.333,ops+:lugging">.933,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Marty McLeary,age:31,games:5,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Capps,age:22,games:82,plate_appearances:3,at_bats:2,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.000,onbase:.333,slugging:.000,ops:erc">.000,ops+:lugging">.333,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Damaso Marte,age:31,games:72,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Grabow,age:27,games:68,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Gonzalez,age:28,games:51,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Rogers,age:23,games:10,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Juan Perez,age:27,games:7,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jonah Bayliss,age:25,games:11,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Britt Reames,age:32,games:6,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Roberto Hernandez,age:41,games:43,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Josh Sharpless,age:25,games:14,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
