pos:C,name:Raul Casanova,age:24,games:101,plate_appearances:334,at_bats:304,runs:27,hits:74,doubles:10,triples:1,home_runs:5,runs_batted_in:24,stolen_bases:1,caught_stealing:1,walks:26,strikeouts:48,batting_avg:.243,onbase:.308,slugging:.332,ops:erc">.332,ops+:lugging">.641,bases:101,double_plays:10,hit_by_pitch:3,sac_hits:0,sac_flies:1,intentional_walks:1
pos:C,name:Matt Walbeck,age:27,games:47,plate_appearances:151,at_bats:137,runs:18,hits:38,doubles:3,triples:0,home_runs:3,runs_batted_in:10,stolen_bases:3,caught_stealing:3,walks:12,strikeouts:19,batting_avg:.277,onbase:.331,slugging:.365,ops:erc">.365,ops+:lugging">.696,bases:50,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:C,name:Brian Johnson,age:29,games:45,plate_appearances:147,at_bats:139,runs:13,hits:33,doubles:6,triples:1,home_runs:2,runs_batted_in:18,stolen_bases:1,caught_stealing:0,walks:5,strikeouts:19,batting_avg:.237,onbase:.262,slugging:.338,ops:erc">.338,ops+:lugging">.600,bases:47,double_plays:3,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:1
pos:OF,name:Bubba Trammell,age:25,games:44,plate_appearances:140,at_bats:123,runs:14,hits:28,doubles:5,triples:0,home_runs:4,runs_batted_in:13,stolen_bases:3,caught_stealing:1,walks:15,strikeouts:35,batting_avg:.228,onbase:.307,slugging:.366,ops:erc">.366,ops+:lugging">.673,bases:45,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:2B,name:Jody Reed,age:34,games:52,plate_appearances:129,at_bats:112,runs:6,hits:22,doubles:2,triples:0,home_runs:0,runs_batted_in:8,stolen_bases:3,caught_stealing:2,walks:10,strikeouts:15,batting_avg:.196,onbase:.278,slugging:.214,ops:erc">.214,ops+:lugging">.492,bases:24,double_plays:2,hit_by_pitch:3,sac_hits:3,sac_flies:1,intentional_walks:0
pos:SS,name:Orlando Miller,age:28,games:50,plate_appearances:122,at_bats:111,runs:13,hits:26,doubles:7,triples:1,home_runs:2,runs_batted_in:10,stolen_bases:1,caught_stealing:0,walks:5,strikeouts:24,batting_avg:.234,onbase:.289,slugging:.369,ops:erc">.369,ops+:lugging">.659,bases:41,double_plays:1,hit_by_pitch:4,sac_hits:1,sac_flies:1,intentional_walks:0
pos:RF,name:Juan Encarnacion,age:21,games:11,plate_appearances:38,at_bats:33,runs:3,hits:7,doubles:1,triples:1,home_runs:1,runs_batted_in:5,stolen_bases:3,caught_stealing:1,walks:3,strikeouts:12,batting_avg:.212,onbase:.316,slugging:.394,ops:erc">.394,ops+:lugging">.710,bases:13,double_plays:1,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Frank Catalanotto,age:23,games:13,plate_appearances:29,at_bats:26,runs:2,hits:8,doubles:2,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:7,batting_avg:.308,onbase:.379,slugging:.385,ops:erc">.385,ops+:lugging">.764,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Jimmy Hurst,age:25,games:13,plate_appearances:19,at_bats:17,runs:1,hits:3,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:6,batting_avg:.176,onbase:.263,slugging:.412,ops:erc">.412,ops+:lugging">.675,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Vince Coleman,age:35,games:6,plate_appearances:15,at_bats:14,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.071,onbase:.133,slugging:.071,ops:erc">.071,ops+:lugging">.205,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Marcus Jensen,age:24,games:8,plate_appearances:12,at_bats:11,runs:1,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:5,batting_avg:.182,onbase:.250,slugging:.182,ops:erc">.182,ops+:lugging">.432,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Kimera Bartee,age:24,games:12,plate_appearances:8,at_bats:5,runs:4,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:3,caught_stealing:1,walks:2,strikeouts:2,batting_avg:.200,onbase:.500,slugging:.200,ops:erc">.200,ops+:lugging">.700,bases:1,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Joe Hall,age:31,games:2,plate_appearances:4,at_bats:4,runs:1,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.500,onbase:.500,slugging:.750,ops:erc">.750,ops+:lugging">1.250,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Willie Blair,age:31,games:1,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Omar Olivares,age:29,games:4,plate_appearances:3,at_bats:3,runs:2,hits:2,doubles:0,triples:1,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.667,onbase:.667,slugging:1.333,ops:erc">1.333,ops+:lugging">2.000,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Moehler,age:25,games:2,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Justin Thompson,age:24,games:1,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Greg Keagle,age:26,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Glenn Dishman,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Sanders,age:28,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tim Pugh,age:30,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Todd Jones,age:29,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Felipe Lira,age:25,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Jarvis,age:27,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Myers,age:28,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eddie Gaillard,age:26,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dan Miceli,age:26,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jose Bautista,age:32,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Cummings,age:28,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Doug Brocail,age:30,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
